,gene,celltype,logfc,pv
307,Rpl24,Vip_M_E18_WB,-0.4345604830308621,0.0585468060092898
308,Rps11,Astro_M_E18_WB,-0.408900139379736,0.54943373867868
309,Rps11,L2_3_IT_M_E18_WB,-0.362846942717845,0.0411296366570237
310,Rps11,L4_M_E18_WB,-0.6074732527939289,0.00900556685767114
311,Rps11,L5_M_E18_WB,-0.34151278178963296,1.50888394809802e-05
312,Rps11,L6_M_E18_WB,-0.258495551062515,0.147198279255914
313,Rps11,Lamp5_M_E18_WB,-0.858213957865217,4.82665220075774e-08
314,Rps11,Non_neuronal_M_E18_WB,-0.5133442882271679,0.548952630879743
315,Rps11,Oligo_M_E18_WB,-0.6662092911123311,0.767149934169894
316,Rps11,Pvalb_M_E18_WB,-0.30436635668378603,0.39439335731406006
317,Rps11,Sst_M_E18_WB,-0.488741227084471,0.00114241072756614
318,Rps11,Vip_M_E18_WB,-0.49142133915742703,0.0180189539370668
319,Ncam1,Astro_M_E18_WB,0.382528094290897,0.54943373867868
320,Ncam1,L2_3_IT_M_E18_WB,0.38501660761945894,0.00880825350279989
321,Ncam1,L4_M_E18_WB,0.514919139282711,0.0242417587666901
322,Ncam1,L5_M_E18_WB,0.18246434759419397,0.0288870077635723
323,Ncam1,L6_M_E18_WB,0.0117733499972137,0.9726676183076179
324,Ncam1,Lamp5_M_E18_WB,0.68122332518434,3.81686518248258e-06
325,Ncam1,Non_neuronal_M_E18_WB,0.679873901437501,0.336850055812384
326,Ncam1,Oligo_M_E18_WB,0.31745769410472197,0.771831634338208
327,Ncam1,Pvalb_M_E18_WB,0.20872236234455802,0.600871528182582
328,Ncam1,Sst_M_E18_WB,0.27572250685072,0.11927467894185198
329,Ncam1,Vip_M_E18_WB,0.203155049974846,0.49164328464904294
330,Rpl9-ps6,Astro_M_E18_WB,-0.489809428275199,0.34718895235346997
331,Rpl9-ps6,L2_3_IT_M_E18_WB,-0.4278051829216579,0.0127483352301162
332,Rpl9-ps6,L4_M_E18_WB,-0.41815887858463896,0.13527395934502198
333,Rpl9-ps6,L5_M_E18_WB,-0.331214407109312,4.1288998510436e-05
334,Rpl9-ps6,L6_M_E18_WB,-0.249263594118946,0.16573357791315302
335,Rpl9-ps6,Lamp5_M_E18_WB,-0.654871024324005,0.000168565294914021
336,Rpl9-ps6,Non_neuronal_M_E18_WB,-0.337841244134679,0.726806980935755
337,Rpl9-ps6,Oligo_M_E18_WB,0.215247025431388,0.8799698447510029
338,Rpl9-ps6,Pvalb_M_E18_WB,-0.39168117460614293,0.19499429321729
339,Rpl9-ps6,Sst_M_E18_WB,-0.303663001202695,0.14936187634991102
340,Rpl9-ps6,Vip_M_E18_WB,-0.317517024333993,0.246142093800253
341,Rpl37a,Astro_M_E18_WB,-0.576863548103188,0.167820499030982
342,Rpl37a,L2_3_IT_M_E18_WB,-0.297565804554896,0.13411544978358803
343,Rpl37a,L4_M_E18_WB,-0.5512251062023861,0.0247059096200262
344,Rpl37a,L5_M_E18_WB,-0.42706997695918103,9.02158683622409e-09
345,Rpl37a,L6_M_E18_WB,-0.39662376964860296,0.00434823198676407
346,Rpl37a,Lamp5_M_E18_WB,-0.6147131215576139,0.00041331033540560803
347,Rpl37a,Non_neuronal_M_E18_WB,-0.49981931627742104,0.566534079750201
348,Rpl37a,Oligo_M_E18_WB,-0.505809688842061,0.767149934169894
349,Rpl37a,Pvalb_M_E18_WB,-0.385788684861753,0.19601021745356698
350,Rpl37a,Sst_M_E18_WB,-0.301478490129224,0.14655603072187398
351,Rpl37a,Vip_M_E18_WB,-0.37582923699813103,0.118259966424113
352,Gm42418,Astro_M_E18_WB,-0.217435787416907,0.7478241519501809
