,gene,Astro_F_E18_WB,Astro_F_P60_CORT,Astro_F_P150_CORT,Astro_M_E18_WB,Astro_M_P60_CORT,Astro_M_P120_CORT,Endo_M_P60_CORT,L2_3_IT_F_E18_WB,L2_3_IT_F_P30_CORT,L2_3_IT_F_P60_CORT,L2_3_IT_F_P150_CORT,L2_3_IT_M_E18_WB,L2_3_IT_M_P30_CORT,L2_3_IT_M_P60_CORT,L2_3_IT_M_P120_CORT,L4_F_E18_WB,L4_F_P30_CORT,L4_F_P60_CORT,L4_F_P150_CORT,L4_M_E18_WB,L4_M_P30_CORT,L4_M_P60_CORT,L4_M_P120_CORT,L5_F_E18_WB,L5_F_P30_CORT,L5_F_P60_CORT,L5_F_P150_CORT,L5_M_E18_WB,L5_M_P30_CORT,L5_M_P60_CORT,L5_M_P120_CORT,L6_F_E18_WB,L6_F_P30_CORT,L6_F_P60_CORT,L6_M_E18_WB,L6_M_P30_CORT,L6_M_P60_CORT,L6_M_P120_CORT,Lamp5_F_E18_WB,Lamp5_F_P30_CORT,Lamp5_F_P60_CORT,Lamp5_M_E18_WB,Lamp5_M_P30_CORT,Lamp5_M_P60_CORT,Lamp5_M_P120_CORT,Non_neuronal_F_E18_WB,Non_neuronal_F_P30_CORT,Non_neuronal_F_P60_CORT,Non_neuronal_F_P150_CORT,Non_neuronal_M_E18_WB,Non_neuronal_M_P30_CORT,Non_neuronal_M_P60_CORT,Non_neuronal_M_P120_CORT,Oligo_F_P30_CORT,Oligo_F_P60_CORT,Oligo_F_P150_CORT,Oligo_M_E18_WB,Oligo_M_P30_CORT,Oligo_M_P60_CORT,Oligo_M_P120_CORT,Pvalb_F_P30_CORT,Pvalb_F_P60_CORT,Pvalb_F_P150_CORT,Pvalb_M_E18_WB,Pvalb_M_P30_CORT,Pvalb_M_P60_CORT,Pvalb_M_P120_CORT,Sncg_F_P30_CORT,Sncg_F_P60_CORT,Sncg_M_P60_CORT,Sncg_M_P120_CORT,Sst_F_E18_WB,Sst_F_P30_CORT,Sst_F_P60_CORT,Sst_F_P150_CORT,Sst_M_E18_WB,Sst_M_P30_CORT,Sst_M_P60_CORT,Sst_M_P120_CORT,Vip_F_P30_CORT,Vip_F_P60_CORT,Vip_F_P150_CORT,Vip_M_E18_WB,Vip_M_P30_CORT,Vip_M_P60_CORT,Vip_M_P120_CORT
186,Nktr,0.0031097652412848,0.121119646715685,1.02024279153141,0.167745212356679,-0.534193253766898,-0.108672172410322,0.591148789540622,0.0757862996062055,-0.322702882569805,0.233869600004023,0.137579019018711,0.156859563359624,0.116815757909824,-0.0542114357166426,-0.583626270084953,-0.0603719140537209,-0.206830834931152,-0.0235316605642772,-0.0581769747168517,0.318030457184458,0.391933831119603,0.0132099355420421,-0.592088498027298,0.162966463188115,-0.248694947336173,0.286933978086194,0.165270367435766,0.0160937059748714,0.0369162792929962,-0.0601905899582056,-0.555857326490694,0.111338499191064,-0.231420344234984,1.01602106939226,0.0140083426477654,0.0714726728658579,-0.0375814931529972,-0.100215152373149,-0.0343003185697297,-0.29483078939366,0.173659688691608,0.20342169579199,0.0158328572452648,0.123703084610265,-0.220822982288159,-0.156829389768084,0.349854067205949,0.448977853005444,0.386280307224619,0.331026708896406,0.441951131158656,0.342923708941326,-0.825814940974358,-0.220629838260924,0.664050593530355,-0.997284325476332,-0.12863713131847,-0.081675602478426,0.128324955187413,-0.225606001546593,-0.242102945401861,0.748078105358005,0.28859518983471,0.0707336048819732,-0.123105184070328,0.0761786822264081,0.0991764625439107,-0.480894037513743,0.374471063583274,0.269454003329743,-0.216458444171868,0.209714326776388,-0.216105076129078,0.597932208306035,-0.166506473344105,0.0827422104167249,-0.0691340464235639,0.0271052239687788,-0.283917146178684,-0.073521956955267,0.45704898781763,-0.49638555235758,0.189037319631759,0.0687845708589014,-0.0070164840053075,-0.108438918310393
187,Pfkp,0.0256214683340611,-0.272897440902673,0.401484954828483,0.0263106070464396,-0.478005197340138,0.327381462313611,1.1449503028251,0.278713251557914,-0.231452817230409,0.282580163970394,0.0693181169198964,0.249013843712921,0.0454053387466706,0.274222611933623,0.362131130247145,0.0698769845265397,-0.268458939179468,0.287247623335004,0.519512993772721,0.291045387488801,0.006632502472007,-0.0144133903608681,0.362425284164133,0.117906515121896,-0.331735232020163,0.266474597316296,-0.214858032469808,0.0660425685693982,0.0478845570411832,0.27459836649637,0.359360920922049,0.188486495124638,-0.327626723138728,1.01449258434098,0.0966194901923697,0.0049362035921574,0.147749314298019,0.359716147516406,0.254412008279294,-0.340209470139007,0.443631916721092,0.143877402640598,-0.163824112756317,-0.199753999203187,0.1536638011685,0.148757457291693,0.136651773516615,-0.254256801284127,0.617121640382523,0.535132612716527,0.180178817291921,0.378555708941472,0.209079926976848,-0.128171116383569,0.0497243760358469,0.251204930414664,0.0720085765048113,0.0495246149638825,0.0350553683401953,0.142573699283063,-0.287890015928613,0.621463772145073,0.144708081409777,0.0949191432651746,0.0348691766337195,-0.158612788345704,0.278350042226193,-0.947864306201862,0.773137255463276,0.189139274025779,-0.230191256736377,0.111123654128843,-0.138710013853698,0.32978018056071,-0.19452881313253,0.0904362991796949,-0.44175446901356,0.396616300782338,0.363076334668218,-0.0025194038058827,0.55973107524574,0.196044304731572,0.213794368590877,0.0196409361041483,0.0122688220737615,0.434012713331743
188,Srcin1,0.0066355555273421,-0.506707627887803,0.0417529628014897,-0.0581554588029023,-0.109132715318172,-0.484417951498033,1.19546292883564,0.0626355099186246,-0.360454795031397,0.376007005564799,-0.0039145284434464,0.0529770410194664,-0.0962372511680609,0.145487183212441,-0.271243567177926,0.049106096092783,-0.430997579707397,0.171008146525808,-0.0400495610995333,0.102875952519463,0.020969313306366,0.0606959672301921,0.110468606374656,0.121027292413033,-0.323883958991271,0.361100528076619,0.209199368412418,0.0004766886843858,-0.178291441820714,0.278825458991749,-0.161220032321007,0.0914256892015425,-0.666324504139887,0.974802934582506,-0.0024760856156473,-0.22209601282928,0.0198236104404783,0.132104924218633,-0.103762295326324,0.276242138382605,0.32980809340293,0.0196550863410914,-0.456867310012218,-0.0933446175617694,-0.0446619580027289,0.397716276370626,0.106137785731867,0.51818895837449,0.383642498061831,0.0458544644309436,0.0027058639224255,0.207215397445718,0.0565432996734374,-0.504219547327568,0.470276732872939,0.635607659195237,-0.018123820930327,-0.473369554489683,-0.086866855192732,-0.0691875131153268,-0.224392528742942,0.850346980877567,0.536482015121815,-0.0208008924383222,-0.0506600179381551,0.182955091530919,0.214275471615709,-1.30955277151886,0.271075885820432,-0.022753157881633,-0.764867488877165,-0.0968440324041394,-0.284565277818051,0.314945217156043,0.230113806355818,0.0214068068218384,-0.266820777284348,0.230914351451896,-0.134004322978479,-1.03332885033499,0.310184155152971,-0.279231320300708,0.0402246529119063,-0.240032640419399,-0.152870901952096,-0.222556398158009
189,Map2,-0.0477589108765295,-0.16886192796929,0.877670474450559,0.168900012384669,0.0231935995468304,-0.526971139951055,0.653069120823245,0.0249232847836067,-0.184651244261533,0.108063241407427,-0.147695371690804,0.503987143435479,0.0869614244110712,-0.207367380430575,-0.215332897037477,0.0248325605270399,-0.412186399426024,-0.0319298199054887,-0.456191065416066,0.513489864339478,0.0080554114135789,-0.0753611688571998,-0.0297859742213802,-0.119054837302683,-0.161243218433812,0.316199236633155,-0.0793060245349233,0.189078230240654,0.0628352018760143,-0.169443900130788,-0.0578973568515861,0.257491044123825,-0.0302753457699516,0.958404606543915,0.157528464757837,-0.116953238284472,-0.0822150072994814,-0.0539357357481338,-0.0478256935750601,-0.742172714309688,0.358241265219473,0.469715560534671,0.282144509949754,0.133732625602421,-0.239256984832692,0.204914732390948,0.517494401287698,-0.562102396913723,0.69656206045611,0.589695946219597,0.184953829153324,0.255541841530339,-0.038491760358073,0.300694062598558,0.206140699416224,-0.0746945954880907,0.0645523141239253,0.0133058014507335,-0.259511403997382,-0.112532681133479,-0.522088618706411,0.196926750306536,-0.503251110969241,0.234912207098631,0.04162405831927,-0.0104807697849607,0.0532487485865736,-0.306568562428863,1.33432017354121,-0.308925998592497,-0.0313249183964566,0.163853911138527,-0.487720191388151,0.533578568955432,0.544505145576287,0.454932182313434,-0.0675882843093203,-0.0760208040871599,0.0168445114160289,0.402819293403375,0.60777612104857,-0.290753257307246,0.310853628612062,-0.201825703776262,-0.360077168794049,0.0336060168189023
190,Epha5,-0.222281845677245,-1.19931013289101,1.33650452443678,-0.35510277980709,-0.424563071929277,-0.258766170559457,0.530287162763653,0.21137732506916,0.315314108319116,0.210440984749028,-0.225167383997497,-0.0727066501256364,-0.232871915311468,-0.359158098169164,-0.219146095045469,-0.222381923748136,0.0762586690517464,-0.248062688725275,-0.792961814027697,0.0966660549941512,-0.433510471100273,-0.25399778411348,-0.289260523261219,0.313268392325265,-0.0431388731297659,0.15318242811949,0.70311103942991,-0.286627524525205,-0.304435445091422,-0.333340301842971,-0.419844652464125,0.412178788455285,0.0442473638112311,0.955248841255081,-0.316848724787789,-0.246492210801203,-0.136174804881936,-0.449453782631129,0.268093403156709,-0.163474988827395,0.0778410642141405,0.097051258987202,-0.371867929199841,-0.69185391627152,-0.359871008535494,-0.526036491508951,1.0718975476011,-0.802691665219299,0.811734608862035,-0.329367674405852,0.41807317630617,-0.113722907837859,-0.0732595352321042,0.204241092525249,0.461276843677713,-0.665722924755925,-0.3101552867021,-0.0222242211190752,-0.259328803617022,-0.331679177501177,-0.179372037268992,-0.0192827397335251,-0.624184205015404,-0.170613984680295,-0.349072228096315,-0.401243688447895,-0.287809994227544,-1.27158105554387,-0.686212845803767,-1.04343226476353,-0.291195696852987,0.877858499711226,0.122194073000275,0.206823750216105,-0.36044808402651,-0.219175083215833,-0.264588326109187,-0.0084962840420244,-0.107350044140986,0.356035020733009,0.271300260138555,-0.637134712125641,-0.0418030881554746,-0.785654411387166,-0.534826219374616,-0.349119239644449
191,Miat,0.0495659312171279,-1.77360252387917,0.879615014460079,0.0468686717302772,-0.594625644368178,-0.0760691221110676,1.42532867450956,0.154958439980292,-0.296059721584705,0.42746314055145,0.32756755071062,0.096379844424128,-0.18826252808389,0.134426651794897,0.235072881525065,-0.0849357179504964,-0.292557280124143,0.325100386569678,0.639204314851098,0.218256506917203,0.236914824622946,0.280514814156287,0.505346957005017,-0.0062014717661977,-0.213126875383567,0.468941599107429,0.27508157792761,0.0014958069148036,-0.198281469462869,0.112160725060299,0.5048303168822,0.0977988276086559,0.207503983667489,0.952989372968446,0.040783409850731,-0.224729691194256,0.219266920881654,0.490052853796106,-0.0182476041567858,-0.636484048371021,0.801638593800418,0.232554153730804,-0.130490666428362,-0.0243199576937663,0.160856536055336,0.219016029640726,0.381052037136836,0.770431750707849,0.664420565266578,-0.00423796119077,0.0793602346890833,0.0366029144650913,0.366887077179797,0.224359438760768,0.0580271527972078,-0.128456772391495,0.110135469385699,-0.0213974874554229,-0.120313780741065,0.069928053470911,0.0358490374836932,0.394010238863548,0.0595447207865394,-0.0578338603007871,-0.161474223971802,-0.409368568329151,0.217881462850257,-0.404853976708536,1.1599390557766,-0.468126512708746,-0.0152240748344525,0.129704703401485,-0.337257276505468,0.22257005159832,0.565461895450648,-0.0011965669686536,-0.145633329036683,-0.136284550152042,0.552518635331185,0.129828055631405,0.659961038443365,-0.586189976865429,0.124873802182637,-0.521294399016752,-0.233637296036252,0.368634250181031
192,Col12a1,-0.156568105308795,1.0,0.114266182939127,0.0081761366572124,0.0246497428399723,-0.0144226008619751,0.450524980714909,0.0333138534448997,0.0155589445769791,0.0952066667649045,-0.236032806268541,-0.0293567494966837,0.004937579408391,0.0112580565525392,-0.0148116790015023,0.10749073720919,-0.0590345668368982,0.165858938135588,-0.0489111821778657,0.0038222811723463,0.0361634852916245,0.0093806190302497,0.0357528650859345,0.0187690409318009,-0.0085660579185802,0.0719577559168298,0.0048440118331017,-0.0114063919308399,-0.0223233465513751,0.154113312577238,0.0726190343688738,-0.0212198286767769,-0.308646061681369,0.0766780975381119,-0.0314513935388361,0.0466575013912257,0.489570564614352,0.0823242591251831,0.0309542942952116,-0.0658898414977791,0.0512790888909206,-0.0136230219251312,-0.0146374599971071,-0.0142638025683981,0.080650305564158,-0.0015002605572179,-0.785850695975892,-0.0127403504662096,-0.699238375159088,-0.0950324667754966,0.368926304798614,0.78158459657696,0.119900694238972,-0.010677040734262,1.0,0.358695129859266,-0.0546260937373828,-0.0076092996151617,-0.0074718060735502,-0.015107679796371,0.0302853353112816,0.0006520573966727,-0.0061265422541166,-0.0273966400165468,0.0157374970664,0.0985367938960108,-0.011428900722717,0.237136328178151,-0.229550605407063,0.131383858994103,0.07899930528843,0.0036822284456627,-0.0090495784585439,0.0098170775580764,0.0257515956142837,-0.0160498475295124,-0.0089482683991116,0.0663450020120783,0.05049109250667,0.0151745599742822,0.0327629592709701,0.0382610510373337,-0.0064977220744644,-0.0825846170598483,-0.0224712183584559,0.04745293573004
193,Sox8,-0.0414803617853436,0.259805086095789,-0.137767898790766,0.124869140234922,-0.203412833282624,-0.0453314141055415,0.0731443656575506,-0.0313298306848862,-0.139921656570783,0.0457847158084145,-0.0307886832538254,-0.0018469454205234,-0.0342030657532597,0.210298545429821,-0.0318445341959969,0.002588046163687,0.0813754468453945,0.0798431416969416,0.135794836681494,0.0611518374749234,-0.201929964834206,0.0667597062092534,-0.0558033272084057,-0.0051184242348394,-0.0792298809358078,0.0207573744996375,-0.226787425391572,0.0025465403254549,-0.117907097612652,0.335761710704139,-0.0990610576798365,0.0133088714911631,-0.267933829077244,-0.0559535726646334,0.0337982432524599,-0.184708043301815,0.455507414240794,-0.0267370771944972,-0.174157189216546,0.0430003643852472,-0.0096066641539246,0.0490356922501867,-0.123059304115121,0.118713846987617,-0.0002926548393694,-0.0909119717239343,-0.0035490774163877,0.0866595950948645,-0.102642192149417,0.0150900059765552,-0.0342215245339312,0.169620901604974,-0.139034273560306,-0.188359721825255,-0.265381145331632,0.868094968803908,0.0548265541076634,-0.118028833372582,0.353788383326518,-0.0159226745139951,-0.0069171084033158,0.0154557674569979,-0.204903897301879,-0.0077743649267508,-0.0096559282550516,0.119926052578762,-0.115745319747428,0.467752094219064,0.34543536062044,-0.0377087379373766,-0.136381408952821,0.0205455825393223,-0.179817426707483,-0.0159296499959211,0.161743483700122,-0.0134741754252013,0.0146487072623713,0.0298513088749051,-0.0042628944767,-0.783528201265937,-0.0039463451760322,-0.0393781790629082,0.0471649279793702,-0.190986936820735,0.0842130284129748,0.0384643417226234
194,Lmo4,0.0032869972213809,-0.32087195004237,0.270270746664517,-0.0452378107650687,0.052514072384644,-0.217743785751498,0.953014426998197,-0.0560263251694629,-0.271352542889422,-0.0440740191807649,-0.0183234733002474,-0.0261712679920571,-0.135151325982396,0.273791433908474,-0.270188922700285,-0.0402687162766967,-0.270926588553925,0.426683941652119,0.631114918611689,0.162444100675029,0.159228343454107,0.335154993255524,0.212311025474733,-0.138543216782578,-0.422244062999821,0.199739475699752,-0.711498247574588,-0.0385140760710007,0.0008821794223898,0.180592205674457,-0.254616006147514,-0.0304614811004987,-0.0727397826808016,0.136957668559146,0.0121361175135046,-0.0084165739339825,-0.0423476226755868,-0.182192055990513,-0.714590768779666,0.252412647602223,-0.0070512321514993,-0.0327495024758936,-0.165995711542755,-0.0968038921760595,-0.175024562458437,-0.241627299199165,0.100970166954496,-0.987215355769001,-0.16472247975159,-0.0733073541799156,0.161569798617952,0.178643365169351,-0.361482659925458,0.0959479961204645,-0.0925101225038552,-0.43717414950871,-0.200514951052555,-0.0871099813935157,-0.103406742158627,-0.203221092756097,-0.109075866393139,-0.126179397073682,-0.142276915992746,-0.0332111507956881,0.0212713516741714,-0.115527473105289,-0.0790237864332699,0.220592299509234,-0.0845885802822113,-0.200401206708323,-0.161315704754932,-0.199256857548643,-0.155396294294565,-0.243252937415261,-0.106650060064253,0.0735655467011965,-0.101642526996288,-0.005193528628589,-0.252477478168972,-0.23788531581363,-0.001745740304027,0.161951904283276,-0.039675869489511,-0.0196992267777684,0.0464605309879478,0.008896645592262
195,Foxp1,0.0508032547629363,-0.26425262630499,1.01694293055125,0.0492631138128489,-0.163469720406874,-0.236444056830376,1.05613392318586,-0.0900277152861664,-0.302481099994933,0.027753649813362,0.151240997649096,0.0692792717382953,-0.248518737463298,0.101322826353745,-0.0745099544869563,-0.023589773024355,-0.435819608534135,0.498088998554127,0.519566307009277,0.107118654908519,0.190006121295772,0.155715123381465,0.255568748444585,-0.108227829359428,-0.449193875614453,0.0211090435388446,0.146950815074024,0.0076886207257515,0.0178120434411819,0.0313434569895562,-0.0263572350204562,-0.0133646092684856,-0.261534588387036,0.246215861905907,-0.013645126498806,-0.11780657698319,-0.0135523234378537,-0.171846550444038,-0.703998794210746,0.0965562712867955,-0.0541016436716091,0.0270341764328068,-0.0621883323564819,0.280490279842779,-0.116104067211143,-0.431763026665126,-0.36014828729025,-0.391301551010401,-0.448571790715776,-0.18702855034831,0.396379850961107,0.309833176765544,-0.263265503420229,-0.129987107358915,-0.0246262529842775,0.148397275661501,0.077234386215459,0.0763242680229536,-0.155049194108307,-0.306548573273831,-0.106819330697182,0.154877165091856,-0.556285571465202,-0.0645445425233634,0.030732645222054,0.0855877434133673,-0.119792669941325,0.103250130556788,-0.324654769693893,0.0540579608724051,-0.336602650834683,-0.0137771958517159,-0.160193407661563,0.100357213397552,-0.089184979523653,-0.119825508044136,0.0600762524432844,-0.166262140225253,0.0168387415861249,0.0686015990045186,0.333765030800735,0.0358046147209586,0.022749708875257,0.0971639837363893,0.0074608694436177,-0.209636508463827
196,Ldb2,0.0301281006465926,-0.243860289588108,2.18654363460491,0.0023832376735023,-0.197102638149364,0.0629941485025866,-0.195290021815371,-0.0421339186945888,0.00449802955591,0.115379035669237,0.131311617435926,0.155149195378784,-0.0669946175296824,-0.0281587019396982,0.0701808604262615,0.0068260366252068,0.121153424106872,0.171433466741248,0.0746108007153489,0.12968105450202,-0.236348857244371,-0.188441217036303,-0.0517359429179118,-0.0257826517942465,0.13513300169913,0.210687844190136,-0.259429129040169,0.0656290552874741,-0.14098116901169,-0.142273489922429,0.183517272795469,0.12759740828165,-0.122893390624194,0.389724396226394,0.0682753099800343,0.032858703913952,0.0403877880613472,0.142709974802222,-0.648138655655461,0.0606564880576405,0.191372925410334,0.161507456857387,-0.14386854596549,-0.282973202881051,-0.143772931733248,-0.219457657434888,0.364679642501938,0.22338184187817,0.387651051353557,0.109135143789669,0.0635209873420433,-0.035715173035012,-0.146665434744909,-0.0121429703530907,0.0366291896543153,0.380534539964463,0.10678810571746,0.0277643002741782,-0.0904903130315371,-0.294641097743538,-0.0334910299913965,0.0953097353736842,-0.290030971111299,0.105606926478028,-0.0412827378230153,-0.0531468442749492,-0.0201021177600481,-0.051551514463831,0.268934712239875,-0.102654501134871,-0.105347750621061,-0.284391421276735,-0.0758374776663467,0.111509065327928,-0.296475133197087,0.0102649021400149,0.0003834443984421,-0.0320722584165082,-0.152399913809277,0.133977454247355,0.142479867232308,-0.205346215865788,0.0055103092694115,-0.0437238437170873,-0.221887039061966,-0.216434580191445
197,Neto1,-0.0668919721431911,-0.0740795549445877,-0.01532148039207,-0.0394739489316076,0.0853683975620672,-0.0254709756153491,0.0267980900661354,-0.0584719286632398,-0.323947061819212,0.190876544222645,0.066896763559328,0.055110292505515,0.123853054266771,0.107008316912967,-0.0480969631160291,0.0550342967135774,-0.0943179535433136,0.0247110674178309,0.0662238748389093,0.0378338757667743,-0.055608323872526,-0.104536070425468,0.122234192835634,-0.0379034540886329,-0.150808164118247,0.0228631503757565,-0.159819331612853,0.0193298103037278,-0.0223343076959135,0.0726840229490124,-0.106509324360228,-0.13379311607627,-0.285553499837245,0.139506687200588,0.0331747343414211,0.0656107863084566,0.0398282382898366,0.0142316079286517,-0.590190171215331,-0.126695933664346,-0.115643998373785,0.0723923465829208,0.2760805721312,0.0476610612733265,-0.0332835303730109,-0.21911434486,-0.0547906489222662,-0.160262488683543,0.0408354190163286,-0.0947805992368278,-0.0212675600537831,-0.0021232024814646,0.213377571461007,0.21062568020815,-0.216417564320139,-0.342070037720571,0.162132749368786,0.132127031011401,-0.0505919069275205,-0.184048165428626,-0.320360167158326,0.441545919609038,-0.409893141014199,0.0708748766223086,0.0605295305613088,0.0603038521226168,-0.0515725999989828,-0.288605677462038,0.812910187598295,-0.0391050608943584,-0.392930103875542,0.0156786744095773,-0.241015511759251,0.0305695006174469,0.0012183968666417,-0.0268313473378945,-0.277486623237753,0.260720451618027,0.019276854558237,0.0164340958554355,0.179470608162128,0.301744493623545,0.0302535656830726,-0.144763934615114,-0.137477088362408,-0.148301095782461
198,AW551984,-0.0185355474505289,-0.0340629329642105,-0.381308294664398,0.0800544433089563,0.059158928722566,-0.0340309593314905,1.0,0.19995824927022,-0.0020524164161612,-0.0291898837052988,-0.0977207683909169,0.209375064471909,-0.0070924304641698,0.0023649399791885,0.0348357725735126,0.0752788984829467,0.0011853079600444,0.103447733680532,-0.14972199573549,0.2290027533942,-0.0010260537965337,-0.0063222463944398,-0.0465440511591484,0.0044675762219411,0.0103240270046626,0.0441044568745035,-0.0768207003145664,0.164460081975649,-0.0087639509186719,-0.0016987305334388,-0.0037996244001227,0.0454146901336092,0.0062551103887162,0.0088756914507831,0.157981034423572,0.002877395278724,-0.0068712249639333,-0.0131613223367442,0.474427762334822,0.0542387284327996,0.0658340255982296,0.144486965046183,-0.0135488730831689,-0.0068737723802511,0.0433929943575715,-0.172187630012096,0.0279689243004545,0.266319700038943,0.0776215714063375,0.318692857640645,0.0124070988547633,0.0196045565490909,0.060310107327635,-0.0116254428996621,0.0951168073417058,-0.0560918145640472,0.208401054914957,0.0068996705381936,0.0031145591246888,0.0593314661380292,-0.0030426802811525,0.06571560115223,0.0127089002664796,0.258193632308945,0.0040759073615068,-0.0102408303509891,-0.0455010161127988,-0.195950876718368,0.112160082858478,0.0477610919053277,-0.0569023855902106,-0.0356937661840634,-0.0069565404213565,0.284604536773656,-0.0935102016729289,0.163021122970559,0.150681713219569,0.107649542598715,-0.0375596903218492,0.0124836488016496,0.259762558561074,-0.0360196522106647,0.141336976534677,0.0797490418073736,0.0317465205376141,0.0555124811380021
199,Pde1c,0.0965428735232353,0.144294956498443,-0.0896692094202476,0.057534209945959,-0.0851484798392081,0.137617854725733,0.0253218275763862,0.0843732628061375,-0.0076012482191969,0.0176138462463425,-0.006629261161102,0.065930336466049,-0.0074135599357573,0.027854680887929,-0.0188497297610054,0.0223233467969278,-0.0182318841899977,-0.0584688590452012,0.0012687764848486,0.110218748423828,0.004225622145907,0.0045459002599295,-0.0805897393277069,0.0075789957540956,-0.0446361070366054,0.0189476588345151,-0.0195412791664541,0.0417069825633281,0.0078124684810302,-0.0035535384007063,-0.0206144210651789,0.0231529566484226,0.0018134552618463,-0.025181423624648,0.0417481425493917,0.0096697813597222,-0.013467032266729,-0.0515706726502248,0.431991117848634,-0.0507738939177932,-0.0498838914432942,0.0352281246100429,0.0020196177975997,0.007464635450852,-0.0588352531052147,0.29335899644588,0.0172985528105681,0.226649771624772,-0.11343817418765,0.0097556700312358,-0.0156375287569682,0.116492229364289,-0.167834423252551,-0.0020416934613788,0.188462910852797,-0.159873900512832,0.162408234240596,0.0533163785642289,0.119924698306063,0.174163409563235,-0.0353332848956373,0.148400251396831,-0.330282422352685,0.0585015193459432,0.0453563894210734,0.0406841323586269,-0.0582141253354548,-0.0349286710875146,-0.428229874329825,0.11308599892214,-0.183961545232107,0.0213063853420087,0.0896479317157476,0.0116373722486623,-0.323994703460425,0.0810402905163252,-0.0214072956401882,0.3000698183756,-0.179245800823565,-0.137635332582073,-0.010878545873101,-0.0826664037155651,0.0430450144488005,0.0072732159152554,0.155482102444992,-0.116045570003711
200,Zfhx4,-0.131244799293457,-0.399888491896325,-0.635857456850514,0.0248828340329465,-0.0648408804671577,-0.109570243920577,0.900537299335755,-0.0821835080292043,-0.220332604547424,0.0763859083933421,-0.129433780523702,0.0709565611172945,0.0873752833156144,0.165313107243298,-0.0204884131951097,0.0797748971653277,-0.0384642122929676,0.210399355442363,-0.242017692799429,0.0470105944744591,0.0182405466023846,0.185542102350661,0.078856942353206,-0.0075495099782728,-0.0043413312446061,0.0112776617324053,0.201676112311483,0.0489006907759486,-0.0149621861148718,0.0030425390534345,-0.0784117919466593,-0.0374616222908774,-0.036596547009257,-0.0157725863613834,0.0555104669154553,0.0097362827393079,0.0125968797177046,-0.126789369490052,0.417629458320421,0.0435469025727736,-0.0280783281321131,0.0542716479049185,0.0433466609374229,0.0269298862621688,-0.150277603106678,-0.146705186008349,-0.0382725190702023,0.0254817362328437,-0.469802449463821,0.161764171196567,0.107658468265915,-0.0118860397624052,-0.315351422213506,-0.274799399105232,0.0931614161403895,-0.0385335645639328,0.0132548864122555,0.0689663783870487,0.0058687689064331,0.0161016886610455,-0.0728891972951803,-0.0276284494452744,-0.122161833635182,0.0430487101404806,0.0767604430439652,-0.0163756249091834,-0.165144795859746,1.0,1.0,-0.0972540006602656,-0.0776390882195401,0.0651893523116786,-0.148835891677911,0.117517142660397,-0.0303401640439633,0.0299420016458345,0.0308623349445354,-0.0730393109395055,-0.0500297515707534,-0.033839113921162,0.177045262734211,-0.206610464216218,-0.0128556031578934,-0.0076835306402169,-0.0741796265499305,-0.127815308413311
201,Rps11,-0.263794472389571,-0.687886043492961,0.614341132873832,-0.408900139379736,0.0753795270340953,-0.235755331492285,-0.0472159449414141,-0.196464156431065,-0.124237172165987,0.0637163526922254,0.200717826605438,-0.362846942717845,0.0119790820205657,-0.106118069174517,-0.238152213873589,-0.0895387178996487,-0.213701278342171,-0.0984752642144302,0.198467438250134,-0.607473252793929,0.0720702582817965,-0.0838981423669817,-0.0873506712557843,-0.179830557947268,-0.125953374421246,0.120695614144234,0.240171190536279,-0.341512781789633,0.0798482229787423,-0.228076537442633,-0.283647500838199,-0.338518852854704,-0.192706337905962,0.0821267980587371,-0.258495551062515,0.0920963947973573,-0.131118717055219,-0.204110511713295,-0.0328901970159429,-0.441047184827863,-0.239774816545179,-0.858213957865217,0.110806209706416,-0.0234695994097442,-0.197233809350044,-0.20374259391065,-0.189878643116815,0.300604686274925,0.600294978461267,-0.513344288227168,0.0061685484877472,-0.17446393945746,-0.260107986210126,0.116398736328801,0.0315194206295937,0.954753099865328,-0.666209291112331,0.208038526598042,-0.023622820615579,-0.272207381843967,-0.297651461389113,-0.0622900898024433,0.45121536242966,-0.304366356683786,0.0924433793492678,-0.16517800478227,-0.144901928936493,-0.371388595277236,0.186654342359857,8.41644594266611e-05,-0.803999302871259,-0.320205256092175,-0.342648720584576,0.11904347478848,0.577994818540437,-0.488741227084471,0.046404333544997,0.0063249351539949,-0.102418439860873,-0.200900416739977,0.188197683717058,0.111284904403537,-0.491421339157427,0.178883190305869,-0.0401153844156313,-0.400882335771632
