"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Timepoint","DEG_Test"
"Grin2b1",-0.183297132203069,9.69790246336919,-1.9436207607458,0.0528826843360631,0.172747040495094,-4.07529223294306,"P60","WT cells from WT vs WT cells from HET"
"Taz1",0.183295952910989,8.42619915427074,1.48088049156103,0.13969524864952,0.309187218473179,-4.81373161443624,"P60","WT cells from WT vs WT cells from HET"
"Rhobtb31",0.183257418142595,7.59681249587958,1.81424218312069,0.0706462733324068,0.204176686238838,-4.56227527137264,"P60","WT cells from WT vs WT cells from HET"
"Nhlrc31",0.183255690683383,7.62947724203467,2.00910567029196,0.0454277600874537,0.157853597754233,-4.19554616687513,"P60","WT cells from WT vs WT cells from HET"
"Dph51",0.183249001153465,7.6388773096412,1.95808488006627,0.051153142376158,0.16986525917512,-4.28744545359249,"P60","WT cells from WT vs WT cells from HET"
"Pip4k2c1",0.183240807910285,7.8049396110546,1.85160293761538,0.0650722466114272,0.194030325508429,-4.41397064737548,"P60","WT cells from WT vs WT cells from HET"
"Abl21",0.183224335801889,7.81133646654773,1.94418365192916,0.0528144697797824,0.172733476230506,-4.24490713600925,"P60","WT cells from WT vs WT cells from HET"
"Slc16a111",0.183090019097583,7.9493703591031,1.60041834428314,0.110565693021258,0.269076400632139,-4.76615293267298,"P60","WT cells from WT vs WT cells from HET"
"Plekha71",0.183071529136779,7.77649927246821,1.83091162193543,0.0681124559376905,0.199071486409963,-4.45897534484506,"P60","WT cells from WT vs WT cells from HET"
"Zfp6081",0.183047024222382,7.54950099911603,2.04741435989544,0.0414942597520885,0.151094538293786,-4.1584707701337,"P60","WT cells from WT vs WT cells from HET"
"Slc39a141",0.18298482004833,7.60939112462801,2.30454853099031,0.021879469344496,0.103201352661094,-3.60582375131964,"P60","WT cells from WT vs WT cells from HET"
"Stub11",0.182982814866376,8.16884728472639,1.54870287774463,0.122514795058651,0.285910738097448,-4.77666170868717,"P60","WT cells from WT vs WT cells from HET"
"Ccdc391",0.182942908950946,7.905406994773,1.71811444221812,0.0868147684428186,0.230210610854891,-4.59872832981911,"P60","WT cells from WT vs WT cells from HET"
"Met1",0.182824227585114,7.40787866164882,2.95400445887106,0.00338683518034842,0.0358356695664714,-2.08944071828501,"P60","WT cells from WT vs WT cells from HET"
"Isca21",0.182809752814853,8.24893530161574,1.44509054100848,0.149483480421943,0.322965026770327,-4.90326517963281,"P60","WT cells from WT vs WT cells from HET"
"Pip4k2b1",0.182793387276202,7.57604180179247,1.87882475282164,0.0612446923556181,0.187991822970561,-4.45940516582105,"P60","WT cells from WT vs WT cells from HET"
"Rhou1",0.182749765134626,7.59328400004256,1.98178760762803,0.0484218919695954,0.163234274804212,-4.2626263535798,"P60","WT cells from WT vs WT cells from HET"
"Coq91",0.182735063222742,7.61291705089514,1.96456654628352,0.0503936842440417,0.168045960358123,-4.28619768835478,"P60","WT cells from WT vs WT cells from HET"
"Cct41",0.182719062813093,7.65355608991369,1.92006089190635,0.0558048900740073,0.178267595765077,-4.35029793372062,"P60","WT cells from WT vs WT cells from HET"
"Cstf31",0.18267660020491,8.23224778717748,1.54485057980461,0.123443986579265,0.287513656667434,-4.76362820161272,"P60","WT cells from WT vs WT cells from HET"
"Tbck1",0.182599457657959,7.83395644068518,1.96006475061197,0.0509201454557936,0.169351129205984,-4.20888779373396,"P60","WT cells from WT vs WT cells from HET"
"Prickle11",0.182510674380504,8.23278432441271,1.41108572657631,0.159262773998352,0.334487394971971,-4.94955583246747,"P60","WT cells from WT vs WT cells from HET"
"Mtf21",-0.182505483214596,8.57065636984456,-1.50747939380485,0.132747498825405,0.299341738369233,-4.76733862604348,"P60","WT cells from WT vs WT cells from HET"
"Wsb11",-0.18245265906047,8.70526958271386,-1.46723660980279,0.143366581313059,0.314694239111519,-4.80724077373883,"P60","WT cells from WT vs WT cells from HET"
"Abcc51",-0.182407634883852,9.1506289210919,-1.61136735273227,0.108158600137634,0.265703117692033,-4.59396318939451,"P60","WT cells from WT vs WT cells from HET"
"Epc21",0.182155086398677,7.5509112017547,2.11151503418606,0.0355606491253361,0.138254658072302,-4.03197016606312,"P60","WT cells from WT vs WT cells from HET"
"Rab281",0.182141513958906,7.81186932617117,1.93444556896515,0.054005063603527,0.174819317336202,-4.26208139919033,"P60","WT cells from WT vs WT cells from HET"
"Edc31",0.182135334241477,7.58313154992113,2.21647453884488,0.0274142376448046,0.118187570087029,-3.80380994079598,"P60","WT cells from WT vs WT cells from HET"
"Slc45a11",0.182118113465307,7.84179344538539,1.88156746187379,0.0608696609319917,0.187365981665865,-4.34654753782553,"P60","WT cells from WT vs WT cells from HET"
"Hsp90ab11",0.18206912481573,9.24497695594483,1.44475365031325,0.149578053904473,0.323076571783907,-4.8239416534029,"P60","WT cells from WT vs WT cells from HET"
"Atg2a1",0.182060642334176,7.81239898784229,1.86206302666226,0.0635786618462782,0.19132090922782,-4.39092095676983,"P60","WT cells from WT vs WT cells from HET"
"Mtmr21",0.182050501037952,7.5647574507442,1.8354084574829,0.0674419314056322,0.197495387296447,-4.54114068886922,"P60","WT cells from WT vs WT cells from HET"
"Zic1",0.181981856738017,7.34632120247136,3.21228115574633,0.00146104777819125,0.021851813986745,-1.3715447430878,"P60","WT cells from WT vs WT cells from HET"
"Otud41",0.181970332459667,7.9781786391881,1.58647367732013,0.113692711785167,0.272913296349654,-4.77910725885729,"P60","WT cells from WT vs WT cells from HET"
"Rb11",0.18195383646988,7.70221213504598,1.77011034807645,0.0777315191976664,0.215772204905437,-4.58795891616363,"P60","WT cells from WT vs WT cells from HET"
"Map1s1",0.181936358073981,7.64137937882612,2.17480421911974,0.0304312949585624,0.126134783456344,-3.86535904956605,"P60","WT cells from WT vs WT cells from HET"
"Cd2001",0.181923485636392,7.76305003929387,1.75926895853647,0.0795583242260584,0.219076600714728,-4.58203095459296,"P60","WT cells from WT vs WT cells from HET"
"Adora11",0.181871892296654,7.79649084332815,1.87795507133994,0.0613640113568116,0.188111373892134,-4.36804539089377,"P60","WT cells from WT vs WT cells from HET"
"St181",0.181867125820612,7.36991900484102,2.87002847769375,0.00439816706554523,0.04156709903781,-2.33755526443836,"P60","WT cells from WT vs WT cells from HET"
"Lars1",0.181814386244318,8.08163585360175,1.52191380262637,0.129091382358672,0.294451722216774,-4.84019415292167,"P60","WT cells from WT vs WT cells from HET"
"Larp11",0.181793811156743,7.75637575763163,1.84306096721966,0.0663134170577273,0.195555908061547,-4.44538836126833,"P60","WT cells from WT vs WT cells from HET"
"Selenos1",0.181657488679883,7.66558010488422,1.68008116016928,0.0939897822634201,0.2419866981409,-4.75216964319754,"P60","WT cells from WT vs WT cells from HET"
"Ctbp11",0.18163956691827,7.8320238371601,1.86064864184007,0.063778940843856,0.191770172649212,-4.38610853156938,"P60","WT cells from WT vs WT cells from HET"
"Zfp6461",0.181596126663598,7.64155329685799,1.86584691680522,0.0630454232624618,0.190401733923525,-4.45221172987798,"P60","WT cells from WT vs WT cells from HET"
"Echdc21",0.181530856251217,7.69874246677366,1.88037483593051,0.0610325021054428,0.187560258717012,-4.40258338398983,"P60","WT cells from WT vs WT cells from HET"
"Rint11",0.181413767157764,7.79478487337548,1.78073561000493,0.0759745899408307,0.212080460157651,-4.53560001674328,"P60","WT cells from WT vs WT cells from HET"
"Ipo71",0.181392215223566,7.99931507028912,1.75697718930687,0.0799489510037519,0.219671276093686,-4.50775542753731,"P60","WT cells from WT vs WT cells from HET"
"Arv11",0.181325935144321,7.53379621660509,2.47107901298739,0.0140299153407483,0.0791427400482662,-3.26370142142449,"P60","WT cells from WT vs WT cells from HET"
"Tpgs21",0.181309640807893,7.66438730729435,2.28574630611104,0.022971246293939,0.106320755850245,-3.62413484387524,"P60","WT cells from WT vs WT cells from HET"
"Clpx1",0.18124180926409,7.7331960208298,1.83798121194736,0.0670607684470375,0.196838923537676,-4.46162674908699,"P60","WT cells from WT vs WT cells from HET"
"Vwc2l1",0.181154542240985,7.46205942495932,2.42949896998611,0.015710690272856,0.0842419978066258,-3.39196641170584,"P60","WT cells from WT vs WT cells from HET"
"Sulf11",0.181060565612054,7.45420430925098,2.3697050569352,0.0184393659115254,0.0932360785458619,-3.53004042621657,"P60","WT cells from WT vs WT cells from HET"
"Nrip11",0.181010124511755,7.94862532984933,1.6700681465189,0.0959561802270266,0.24545336411014,-4.66213846013332,"P60","WT cells from WT vs WT cells from HET"
"Trim661",0.180905316862105,7.53814387230126,2.25895640646378,0.0246088812534014,0.110855752024284,-3.73388491862779,"P60","WT cells from WT vs WT cells from HET"
"Pank31",0.180858252712783,7.74066771145247,1.88973823060027,0.0597637274346415,0.185021613782226,-4.36836240242391,"P60","WT cells from WT vs WT cells from HET"
"BC0033311",0.180856700846022,7.69829834466613,1.89217492418932,0.0594371758722529,0.18439005116988,-4.38015946233998,"P60","WT cells from WT vs WT cells from HET"
"Mirg1",-0.180854686562945,8.45424279933476,-1.53408516757651,0.126069983258621,0.291106348696933,-4.75124012552871,"P60","WT cells from WT vs WT cells from HET"
"Dpf21",0.180818901634612,7.71693143431021,1.88100753327934,0.0609460684861936,0.187447781366163,-4.39528910585658,"P60","WT cells from WT vs WT cells from HET"
"Rabepk1",0.180691838856738,7.65058245436219,2.01901494317265,0.0443811510695307,0.156237435421656,-4.16836878895014,"P60","WT cells from WT vs WT cells from HET"
"Gucy1b11",0.180689999553882,7.94627848838577,1.74285703223593,0.0823903890135376,0.223728842758477,-4.54655028854827,"P60","WT cells from WT vs WT cells from HET"
"Trmu1",0.180615386189748,7.69354672865087,1.91670660755801,0.0562317263184458,0.178947240733362,-4.34038717646664,"P60","WT cells from WT vs WT cells from HET"
"Efr3b1",0.180530819592501,7.85411323363809,1.71128414633738,0.0880695242428248,0.23262438703193,-4.62977260359023,"P60","WT cells from WT vs WT cells from HET"
"Capn151",0.180457664183796,7.7826867434016,1.84286057319927,0.0663427685243405,0.195555908061547,-4.43191960453532,"P60","WT cells from WT vs WT cells from HET"
"Mbd41",0.180421423294383,7.56379007319091,1.95760111258589,0.0512102097313799,0.16986525917512,-4.32121215007258,"P60","WT cells from WT vs WT cells from HET"
"Nfrkb1",0.180335930604153,8.04011574017139,1.72516683735444,0.0855344721352247,0.228750740801029,-4.54756854220838,"P60","WT cells from WT vs WT cells from HET"
"Adrb11",0.180320319389644,7.77084331983982,2.054410574556,0.0408081222160426,0.149464217834123,-4.05387612294612,"P60","WT cells from WT vs WT cells from HET"
"Alms11",0.180302893831621,7.65497018760314,1.68083545047024,0.093842976605264,0.241691445738241,-4.75550256140993,"P60","WT cells from WT vs WT cells from HET"
"Adcy61",0.18030082214526,7.64573862478099,1.95285997342593,0.0517723360630012,0.17060152615066,-4.29353259023791,"P60","WT cells from WT vs WT cells from HET"
"Keap11",0.180282863949497,7.6935329899698,1.86585750090976,0.0630439369416407,0.190401733923525,-4.43094705063803,"P60","WT cells from WT vs WT cells from HET"
"Ntrk31",0.180281175762516,8.76539794849385,1.42168553580127,0.156163578310507,0.330879184655973,-4.85366999700319,"P60","WT cells from WT vs WT cells from HET"
"Rasa21",0.180264715577855,7.87769156889665,1.72009826351516,0.0864530622519397,0.229588562995789,-4.60732030925395,"P60","WT cells from WT vs WT cells from HET"
"Psmd121",0.180241999584264,7.74418984729551,1.92854267011647,0.0547376622036124,0.176280579091514,-4.29994021849619,"P60","WT cells from WT vs WT cells from HET"
"Prkaca1",-0.180159002848802,7.97872630227099,-1.53915495147147,0.124827918314981,0.289414647312662,-4.84830957604351,"P60","WT cells from WT vs WT cells from HET"
"Tmem561",0.180144311233513,7.70897830046276,1.96629146780709,0.0501931821929905,0.167525869404555,-4.24230218441507,"P60","WT cells from WT vs WT cells from HET"
"Scai1",0.180089952563677,8.45460991426229,1.49998857393268,0.134676362657583,0.302348635115785,-4.78024574171123,"P60","WT cells from WT vs WT cells from HET"
"Kdm4b1",0.180077657147027,7.96277667069663,1.65170362922031,0.0996485985202565,0.251414398062138,-4.68610267096714,"P60","WT cells from WT vs WT cells from HET"
"Necab31",0.180051154094461,7.6941965036264,2.05514269311497,0.0407368831365088,0.149348719218302,-4.08229407735825,"P60","WT cells from WT vs WT cells from HET"
"Syt141",-0.179858800243016,8.05648989541879,-1.56567635649178,0.118485976367392,0.279683962917283,-4.78820579459404,"P60","WT cells from WT vs WT cells from HET"
"Tars21",0.179757765045595,7.70476646834901,2.05238344153705,0.0410059270753334,0.150042601842283,-4.08122060359474,"P60","WT cells from WT vs WT cells from HET"
"Znhit61",0.179750947776712,7.63021399306053,2.13048477313627,0.0339505981038623,0.134568150440124,-3.95938266244892,"P60","WT cells from WT vs WT cells from HET"
"Rras21",0.179650519506791,7.52681836468806,2.17324159458498,0.0305498033761146,0.126332696216797,-3.91801624277981,"P60","WT cells from WT vs WT cells from HET"
"Cox7a2l1",0.179627745632096,7.66578271683339,2.06546594872204,0.0397435998485862,0.147504243542632,-4.07283234975375,"P60","WT cells from WT vs WT cells from HET"
"Ogfrl11",0.179566371655843,7.89149913324097,1.70084293031437,0.0900159890603483,0.235779272914315,-4.63197593453209,"P60","WT cells from WT vs WT cells from HET"
"Ttc9b1",0.179452962073636,7.66773898162637,2.05088901978192,0.0411522730031157,0.15050124711889,-4.09982277688029,"P60","WT cells from WT vs WT cells from HET"
"Tank1",0.179434568916419,7.59334469293112,2.25037365740488,0.0251546070543892,0.112230952044988,-3.72812193550736,"P60","WT cells from WT vs WT cells from HET"
"Grpel11",0.179410188838579,7.49711143931326,2.47362577788315,0.0139323557451205,0.0789255363482992,-3.27267804011848,"P60","WT cells from WT vs WT cells from HET"
"Etnk21",0.179402854638102,7.52158314937872,2.30816808234085,0.0216745842285587,0.102552136573237,-3.63459277192749,"P60","WT cells from WT vs WT cells from HET"
"Stx21",0.179386075157279,7.72692159309928,2.01811253387869,0.0444756087846308,0.156277442730863,-4.13883680254565,"P60","WT cells from WT vs WT cells from HET"
"Dennd4a1",0.179340393227074,8.25736906774889,1.43600853338119,0.152049108387348,0.325980462353383,-4.90976256887192,"P60","WT cells from WT vs WT cells from HET"
"Per21",0.179334028847963,7.51804702888651,2.45335284647849,0.0147259054635534,0.0809617761532508,-3.31105877945415,"P60","WT cells from WT vs WT cells from HET"
"Tmed51",0.179264534293311,7.6690033398105,1.79195295382099,0.0741552270589876,0.209697961821505,-4.56676536303789,"P60","WT cells from WT vs WT cells from HET"
"Prpf311",-0.179216774404786,7.72564101363454,-1.96943881482502,0.0498290714236761,0.166606268586807,-4.22446543721303,"P60","WT cells from WT vs WT cells from HET"
"Ankle21",0.179194618684112,7.74159207248342,1.76834267245406,0.0780270131030923,0.216221657235333,-4.57415669091306,"P60","WT cells from WT vs WT cells from HET"
"Snx12",0.179138461009391,7.83425270310194,1.43938199748354,0.151092213835254,0.324391188550975,-5.03420885925198,"P60","WT cells from WT vs WT cells from HET"
"Gpr1761",0.179097335626117,7.44426790535325,2.50699865655599,0.0127084437607838,0.0752141475384258,-3.22033565399921,"P60","WT cells from WT vs WT cells from HET"
"Thy11",-0.179052975841502,8.73796599014666,-1.5139960121849,0.131087036185535,0.29730713693813,-4.73970296408725,"P60","WT cells from WT vs WT cells from HET"
"Rnf341",0.178884736511846,7.69301926190889,2.11867605778261,0.0349453267185414,0.136426410432583,-3.95738224422902,"P60","WT cells from WT vs WT cells from HET"
"Sorcs11",0.178806782280565,7.81973194547359,1.7232045699722,0.0858891536308721,0.228885619116206,-4.62214440923163,"P60","WT cells from WT vs WT cells from HET"
"Fopnl1",0.178803406586219,7.80635855933071,1.64040242991911,0.101976899362828,0.254982863497804,-4.75747310351562,"P60","WT cells from WT vs WT cells from HET"
"Kitl1",0.178796451037335,7.53801582645355,2.26337652376626,0.0243318754400504,0.10993915851982,-3.7244524450081,"P60","WT cells from WT vs WT cells from HET"
"Ncoa41",0.17877265808405,7.58443814256582,1.98432609642316,0.0481368191154036,0.162756534923677,-4.26265559395135,"P60","WT cells from WT vs WT cells from HET"
"Rnf19a1",0.178768311955122,7.63747419810153,2.08774290805798,0.0376703500425257,0.142552335699155,-4.04118790124298,"P60","WT cells from WT vs WT cells from HET"
"Tprgl1",0.178755510890007,7.52887345853815,2.17707842460073,0.0302595299565902,0.125630487783349,-3.90919386759314,"P60","WT cells from WT vs WT cells from HET"
"Saysd11",0.17871678662631,7.70477228346709,1.99987129504195,0.0464218323600113,0.159466413170943,-4.18229584468202,"P60","WT cells from WT vs WT cells from HET"
"Armc11",0.178686699747611,7.64157551215372,2.00656321750887,0.0456996374716703,0.158286543600081,-4.19574808489398,"P60","WT cells from WT vs WT cells from HET"
"Wbp41",0.178686451276873,7.7842611149896,1.7108058746809,0.0881579326635694,0.23262438703193,-4.65227050205958,"P60","WT cells from WT vs WT cells from HET"
"Coa31",0.178653533415797,7.78040698839736,1.68151201314962,0.0937114561707257,0.241518083169705,-4.69973159950317,"P60","WT cells from WT vs WT cells from HET"
"Erbb41",-0.178612866676519,7.75288635052438,-1.52196780306444,0.129077853617642,0.294451722216774,-4.94851170514898,"P60","WT cells from WT vs WT cells from HET"
"Mamld11",0.17860969116855,7.52179348178689,2.40117004985925,0.0169555038395857,0.0885192611972263,-3.42880057386954,"P60","WT cells from WT vs WT cells from HET"
"Fn11",0.178563007159972,7.41417759253064,2.37684061344258,0.0180931927836173,0.092156458572209,-3.53575276579277,"P60","WT cells from WT vs WT cells from HET"
"Tmem2601",0.178495319737835,7.99288293264914,1.72758177558749,0.0850996042444944,0.227992992425688,-4.55655076574518,"P60","WT cells from WT vs WT cells from HET"
"Ddx461",-0.178476536228755,8.20867181896248,-1.50738152295058,0.132772560928668,0.299341738369233,-4.83715891842559,"P60","WT cells from WT vs WT cells from HET"
"Tbc1d301",0.178471657257763,7.77370281703973,1.81295548214235,0.0708450453119344,0.204419554692519,-4.49198788679847,"P60","WT cells from WT vs WT cells from HET"
"Efnb31",0.178406865874382,7.55878698104097,1.91145637838116,0.0569053061978871,0.180231697715114,-4.40816875666368,"P60","WT cells from WT vs WT cells from HET"
"Isyna11",0.178396662289611,7.52266403725785,2.51763542421613,0.0123389695594867,0.0740732892841072,-3.15904726574022,"P60","WT cells from WT vs WT cells from HET"
"Rbm451",0.178290762452927,7.70903573088272,1.76714998192664,0.0782269083516046,0.216599569940788,-4.59009612916628,"P60","WT cells from WT vs WT cells from HET"
"Eif2ak41",0.178283264858225,7.76677609864523,2.0351701137131,0.0427187187261661,0.153619943105615,-4.09100033973249,"P60","WT cells from WT vs WT cells from HET"
"Krit11",0.178237728372235,8.95622649529951,1.46079548431807,0.145125423171637,0.317096355793947,-4.79974687546524,"P60","WT cells from WT vs WT cells from HET"
"Asna11",0.178237673334538,7.75102730784967,1.84473641978535,0.066068436066505,0.195528262993044,-4.44336321448373,"P60","WT cells from WT vs WT cells from HET"
"Hs6st31",0.17821211786945,7.51487537057453,2.27488163438318,0.0236235582088746,0.107970855653319,-3.71029244684629,"P60","WT cells from WT vs WT cells from HET"
"Tmem1271",0.178208339352488,7.73109251339508,2.00672994957443,0.0456817658451986,0.158286543600081,-4.15925565388179,"P60","WT cells from WT vs WT cells from HET"
"Rbbp51",0.178177936730524,7.64406357837037,2.06313721790305,0.0399658429581832,0.148109870233701,-4.08638589667056,"P60","WT cells from WT vs WT cells from HET"
"Rnf2081",0.178168573125119,7.86060954430863,1.67574638345651,0.0948370408903627,0.243335286022578,-4.68064289544114,"P60","WT cells from WT vs WT cells from HET"
"Hadhb1",0.178118699188829,7.59659787226223,2.04651762194792,0.0415829111156705,0.15127090924719,-4.1390460914244,"P60","WT cells from WT vs WT cells from HET"
"Stag21",0.178115473409277,7.59916615346226,1.78927990009708,0.0745854942783608,0.210157898154653,-4.60379288151132,"P60","WT cells from WT vs WT cells from HET"
"Coq10b1",0.178065629296485,7.63404574765067,2.1037669369541,0.0362368574687572,0.139513755751003,-4.01107122619664,"P60","WT cells from WT vs WT cells from HET"
"Agtpbp11",-0.178057809782711,8.32701062184362,-1.49844778497089,0.13507579802768,0.302942111797073,-4.82349436661959,"P60","WT cells from WT vs WT cells from HET"
"Slc35e21",0.178013626628424,7.97048481488199,1.7233161072698,0.0858689612038923,0.228885619116206,-4.57093053874153,"P60","WT cells from WT vs WT cells from HET"
"Srr1",0.177983037944389,7.74165342897272,1.76663728897661,0.0783129644909072,0.216678349343543,-4.57744305826412,"P60","WT cells from WT vs WT cells from HET"
"Kcnt21",0.177929134780349,8.06863765710347,1.57869527641126,0.115467153731876,0.275465684803072,-4.75958895242226,"P60","WT cells from WT vs WT cells from HET"
"Sat11",0.177886020885545,7.58824433422649,1.97657163897452,0.0490121205881425,0.16457608199728,-4.2756100418731,"P60","WT cells from WT vs WT cells from HET"
"Csnk2b1",0.177878850934176,7.56212752561847,2.05975588113442,0.0402904276553687,0.148435302277835,-4.1281640956755,"P60","WT cells from WT vs WT cells from HET"
"Cul4a1",0.17786475583867,7.74714976921891,1.71721483018596,0.0869791970914804,0.230484149249456,-4.6573250673165,"P60","WT cells from WT vs WT cells from HET"
"Proser11",0.177785289037093,7.71935223434399,1.95183960458492,0.0518939907619204,0.170927536121684,-4.26380128514147,"P60","WT cells from WT vs WT cells from HET"
"Psma31",0.177717778665489,8.57680680867859,1.41068976009429,0.159379447285335,0.334608805502693,-4.87947596741083,"P60","WT cells from WT vs WT cells from HET"
"Hbq1b1",0.17762346648369,7.47853696284133,2.3261777776768,0.0206799031269246,0.0994724496316202,-3.61568962585622,"P60","WT cells from WT vs WT cells from HET"
"App1",0.177589794384334,9.46412345759266,1.52492553352207,0.128338542134844,0.294356967219643,-4.72241095186207,"P60","WT cells from WT vs WT cells from HET"
"Parp12",0.177537784774842,7.72530937458673,1.70748442582554,0.0887738875467082,0.233675981810317,-4.68083527468881,"P60","WT cells from WT vs WT cells from HET"
"Mink11",0.177486297075735,8.46691244554168,1.315734400416,0.189274813705093,0.370536609216772,-5.01949956000982,"P60","WT cells from WT vs WT cells from HET"
"Rictor1",0.177485567192106,8.21132683433363,1.40079399227386,0.162316429054666,0.338521946154184,-4.96823910829325,"P60","WT cells from WT vs WT cells from HET"
"Tmed11",0.177383166395487,7.54640678423545,2.31037959222451,0.0215502291688246,0.102333952003969,-3.61947697055299,"P60","WT cells from WT vs WT cells from HET"
"Gm16731",0.177363738495908,7.86296938845215,1.71276290992267,0.0877966295267459,0.232322913798702,-4.62095360003317,"P60","WT cells from WT vs WT cells from HET"
"Pde2a1",0.177325319119279,7.99404039923032,1.69505868225524,0.0911091866510286,0.237331859825377,-4.6090654136031,"P60","WT cells from WT vs WT cells from HET"
"Ttyh31",0.177241828724328,7.86689262434838,1.85172541525031,0.0650545913075318,0.194030325508429,-4.39081467976216,"P60","WT cells from WT vs WT cells from HET"
"Mtf11",0.177231832610623,7.56084174619198,2.15843425595954,0.0316926940151667,0.129227174566991,-3.93294844640241,"P60","WT cells from WT vs WT cells from HET"
"Ghr1",0.1772062351391,7.51588199785116,2.10833211061173,0.0358371152890257,0.13878962592207,-4.05479540523548,"P60","WT cells from WT vs WT cells from HET"
"Pdzd21",0.177203010111231,7.86811567341739,1.78520392951726,0.0752455256220808,0.21127922375921,-4.50389567935455,"P60","WT cells from WT vs WT cells from HET"
"Naa301",0.177193343941592,7.57818243643288,2.06874244662499,0.0394326916941719,0.146759570197871,-4.10452545560512,"P60","WT cells from WT vs WT cells from HET"
"Gmpr1",0.177147743192027,7.62849449259185,2.06840176326785,0.0394649223062998,0.146759570197871,-4.08265767627777,"P60","WT cells from WT vs WT cells from HET"
"Togaram11",0.177146474864723,7.73080364125793,1.98324542077079,0.0482580055295294,0.162873474920884,-4.2008453941627,"P60","WT cells from WT vs WT cells from HET"
"Skp1a1",0.177131473805178,7.82126883757057,1.67017719133483,0.0959345886684921,0.24545336411014,-4.7047008892537,"P60","WT cells from WT vs WT cells from HET"
"Mlxip1",0.177081648114497,7.69231842070945,1.85940666831202,0.0639552377366061,0.192069961474047,-4.44010550555321,"P60","WT cells from WT vs WT cells from HET"
"Fam171a11",0.177074732471776,7.65593612504619,1.84885671094273,0.0654691628285133,0.194750696701821,-4.47556710273635,"P60","WT cells from WT vs WT cells from HET"
"Masp11",0.176904439346812,7.4888072967355,2.14666714494104,0.0326270256667603,0.131308198713614,-3.99190801970158,"P60","WT cells from WT vs WT cells from HET"
"Fbxl201",0.176881451570539,7.98355823216099,1.76226681000547,0.0790497029715716,0.218095002991522,-4.50346503858959,"P60","WT cells from WT vs WT cells from HET"
"Mterf31",0.17682692235064,7.83072883680183,1.76429619023618,0.0787069055303287,0.217448420971231,-4.54996679086882,"P60","WT cells from WT vs WT cells from HET"
"Itgav1",0.176806792153744,7.68112004259579,1.94178481292117,0.0531056900810375,0.172874991986,-4.29901000085056,"P60","WT cells from WT vs WT cells from HET"
"Creb31",0.176709831739595,7.66540234231687,2.00023744864524,0.046382068683104,0.159402605163541,-4.19747807457956,"P60","WT cells from WT vs WT cells from HET"
"Syngr11",0.176707022099965,8.20396671266407,1.56086650076037,0.119616893405441,0.281494521571454,-4.74859260959814,"P60","WT cells from WT vs WT cells from HET"
"Uros1",0.176688711851027,7.67688716351625,1.91387394207006,0.0565943105760051,0.179645147030923,-4.35045657462539,"P60","WT cells from WT vs WT cells from HET"
"Ep3001",0.176579398159621,8.00105158129599,1.68419281899032,0.0931917809866317,0.240508325338741,-4.62282361324073,"P60","WT cells from WT vs WT cells from HET"
"Cpsf61",0.176498080048288,8.89722878439454,1.46697267326495,0.143438328580805,0.314694239111519,-4.79197462130761,"P60","WT cells from WT vs WT cells from HET"
"Rtca1",0.176445848187703,7.76049455980624,1.79738417443097,0.0732872717385961,0.208258007445518,-4.51983552817855,"P60","WT cells from WT vs WT cells from HET"
"Atp5j21",0.176407889988175,8.13044427709333,1.46080846646093,0.145121861580029,0.317096355793947,-4.90902546647644,"P60","WT cells from WT vs WT cells from HET"
"Neurod61",0.176356937238951,7.73855126037822,1.56617722093682,0.118368696708769,0.279587976558892,-4.89220446067752,"P60","WT cells from WT vs WT cells from HET"
"Kat2a1",0.176264869665476,7.75127933427106,1.76830727974774,0.0780329389065438,0.216221657235333,-4.57121617456061,"P60","WT cells from WT vs WT cells from HET"
"Mas11",0.176257235554417,7.50072357697965,2.58275001962048,0.0102785587957219,0.0668906555538198,-3.01303488681899,"P60","WT cells from WT vs WT cells from HET"
"Orc31",0.176246363209259,7.81881862848156,1.65731407384367,0.0985086551420915,0.249774389158731,-4.7270843153897,"P60","WT cells from WT vs WT cells from HET"
"Immt1",0.176230677328137,8.02333895998934,1.58830733570388,0.113277569698076,0.272497508742943,-4.76280094157234,"P60","WT cells from WT vs WT cells from HET"
"Slc39a101",0.176215651100035,8.3076139149259,1.43885702771237,0.151240819554771,0.324617599289741,-4.89056988006175,"P60","WT cells from WT vs WT cells from HET"
"Mpdz1",0.176192776944832,8.05028087809281,1.49293921112682,0.136511373086419,0.30437909298433,-4.89008201665241,"P60","WT cells from WT vs WT cells from HET"
"Rgs7bp1",0.176185454672261,8.62079188683799,1.41838466401384,0.157123724914157,0.331847777240091,-4.86629192124806,"P60","WT cells from WT vs WT cells from HET"
"2610035D17Rik1",0.176007399626838,7.5932763031957,1.82852550977122,0.0684704813127182,0.199962512001389,-4.5397272592911,"P60","WT cells from WT vs WT cells from HET"
"Fscn11",0.175961612153452,7.75166261214212,1.60752951903921,0.108997541850012,0.266923342232305,-4.82522190839097,"P60","WT cells from WT vs WT cells from HET"
"Bcan1",0.175942885249856,7.5933222763909,2.12822301352232,0.0341392156062114,0.134760388980765,-3.98003093773827,"P60","WT cells from WT vs WT cells from HET"
"Mrps161",0.175917301660511,7.56864108159293,2.01770412724739,0.0445184138584684,0.156354821408617,-4.20710007457612,"P60","WT cells from WT vs WT cells from HET"
