"","SYMBOL","logFC","P.Value","adj.P.Val","celltype","sex","timepoint","region","method"
"1458","TMEM161B-AS1",-0.438682728972364,0.000103469726076876,0.0183762233512531,"Sncg","females","P30","CORT","limmaVoomCC"
"1459","RSRP1",-0.485671746851481,0.000126281156319009,0.0204423589700412,"Sncg","females","P30","CORT","limmaVoomCC"
"1460","AC008780.1",-0.377785606092766,0.000126613709836967,0.0204423589700412,"Sncg","females","P30","CORT","limmaVoomCC"
"1461","TMSB4X",-0.526187337731313,0.000137738218493763,0.0212715718299933,"Sncg","females","P30","CORT","limmaVoomCC"
"1462","ATP8A1",-0.479654214479319,0.000149113797514287,0.0220688420321145,"Sncg","females","P30","CORT","limmaVoomCC"
"1463","ATP5MD",-0.453516176140366,0.000187509456303432,0.0262558350854386,"Sncg","females","P30","CORT","limmaVoomCC"
"1464","MGLL",-0.381669630061348,0.000197824195225891,0.0262558350854386,"Sncg","females","P30","CORT","limmaVoomCC"
"1465","ARMCX5",-0.373868135914489,0.00020200349030709,0.0262558350854386,"Sncg","females","P30","CORT","limmaVoomCC"
"1466","FXYD7",-0.430887419592445,0.000212612208146442,0.0262558350854386,"Sncg","females","P30","CORT","limmaVoomCC"
"1467","ANK2",-0.490206919054732,0.000214363518434042,0.0262558350854386,"Sncg","females","P30","CORT","limmaVoomCC"
"1468","ATP2B2",-0.426064256732175,0.000232315977383524,0.0272563394573288,"Sncg","females","P30","CORT","limmaVoomCC"
"1469","TMEM59L",-0.466640490324644,0.000237879088732318,0.0272563394573288,"Sncg","females","P30","CORT","limmaVoomCC"
"1470","UBE2G2",-0.399554270889227,0.000256541962967653,0.0284761578894095,"Sncg","females","P30","CORT","limmaVoomCC"
"1471","PDCD5",-0.407950146327262,0.000315374368781827,0.0333146105035861,"Sncg","females","P30","CORT","limmaVoomCC"
"1472","ATP5MC3",-0.390963603157014,0.000318889852793335,0.0333146105035861,"Sncg","females","P30","CORT","limmaVoomCC"
"1473","PNOC",-0.406835193353286,0.000340474852305686,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1474","AC027031.2",-0.447083312354902,0.000342181732881859,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1475","MT-ND4",0.422434824485038,0.000372067450695237,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1476","HINT1",-0.430563415674452,0.000373795615834201,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1477","CRH",-0.478879016617898,0.000381789567526825,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1478","ARGLU1",-0.455694376556167,0.000382432960649246,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1479","ATP5MPL",-0.427777190415999,0.000386498812861905,0.0334839947142802,"Sncg","females","P30","CORT","limmaVoomCC"
"1480","MT-CO3",0.450601673926721,0.000401415884800979,0.0336261433371605,"Sncg","females","P30","CORT","limmaVoomCC"
"1481","AIG1",-0.368142328855245,0.000407073244228013,0.0336261433371605,"Sncg","females","P30","CORT","limmaVoomCC"
"1482","VDAC3",-0.379279239152996,0.000429912148978941,0.0347056352993909,"Sncg","females","P30","CORT","limmaVoomCC"
"1483","CNR1",-0.622753533303867,0.000469732845702358,0.0367539628470819,"Sncg","females","P30","CORT","limmaVoomCC"
"1484","UPF3A",-0.421298805210708,0.000475980374708831,0.0367539628470819,"Sncg","females","P30","CORT","limmaVoomCC"
"1485","ADAM22",-0.4386019764902,0.000486449532913177,0.0367631647001618,"Sncg","females","P30","CORT","limmaVoomCC"
"1486","CPE",-0.460235971146968,0.000502152872407028,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1487","MEG3",-0.482529093509166,0.00051917826584453,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1488","PPIA",-0.455336295078558,0.000528947744360551,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1489","GRIK2",-0.437855114728067,0.000541573134720832,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1490","LRRC4C",-0.416930356956229,0.000546665279814471,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1491","NDUFA1",-0.366866775411775,0.000553863626254702,0.0371193132161642,"Sncg","females","P30","CORT","limmaVoomCC"
"1492","B3GAT3",-0.309426249939764,0.000652525411524335,0.0415140779213831,"Sncg","females","P30","CORT","limmaVoomCC"
"1493","SCN1A",-0.438234563552094,0.000652687671429688,0.0415140779213831,"Sncg","females","P30","CORT","limmaVoomCC"
"1494","ZNF540",-0.353890231888976,0.000654501228490274,0.0415140779213831,"Sncg","females","P30","CORT","limmaVoomCC"
"1495","MLLT11",-0.375375434271518,0.000667624800953797,0.0416035665436471,"Sncg","females","P30","CORT","limmaVoomCC"
"1496","PCP4L1",-0.43371351798696,0.000698808477381056,0.0427959950285778,"Sncg","females","P30","CORT","limmaVoomCC"
"1497","MT-ND4",0.836951159558444,1.61080078900759e-13,5.07080088379588e-10,"Sst","females","P30","CORT","limmaVoomCC"
"1498","GRIK1",-0.752223008763503,5.90619174813126e-10,9.2963458115586e-07,"Sst","females","P30","CORT","limmaVoomCC"
"1499","WSB1",-0.71642887767829,9.37741589458865e-10,9.84003507872169e-07,"Sst","females","P30","CORT","limmaVoomCC"
"1500","MT-CO3",0.668712535325306,1.81153741377374e-08,1.42567994463994e-05,"Sst","females","P30","CORT","limmaVoomCC"
"1501","MT-ND2",0.573560739451523,1.03109487769869e-07,6.49177334999098e-05,"Sst","females","P30","CORT","limmaVoomCC"
"1502","MT-ND4L",0.625311550783717,2.51548220511396e-07,0.000131978966361646,"Sst","females","P30","CORT","limmaVoomCC"
"1503","CORT",-0.667130114464351,3.33999077201174e-07,0.000136180320702765,"Sst","females","P30","CORT","limmaVoomCC"
"1504","CHORDC1",0.545028516100913,3.46074512586441e-07,0.000136180320702765,"Sst","females","P30","CORT","limmaVoomCC"
"1505","MT-CO2",0.623098005198368,1.19736575755287e-06,0.000418811933864047,"Sst","females","P30","CORT","limmaVoomCC"
"1506","MIR181A1HG",-0.501529785990594,2.24048341893815e-06,0.00070530418028173,"Sst","females","P30","CORT","limmaVoomCC"
"1507","RSRP1",-0.494133950868475,3.02188166393932e-06,0.000864807588916452,"Sst","females","P30","CORT","limmaVoomCC"
"1508","CREG2",0.489583460466073,5.05786615420389e-06,0.00132684688778615,"Sst","females","P30","CORT","limmaVoomCC"
"1509","ZBTB20",-0.615048127703335,5.64273662439354e-06,0.00136641037643007,"Sst","females","P30","CORT","limmaVoomCC"
"1510","HSP90AA1",0.581101167870639,1.00321064781369e-05,0.00212132283591588,"Sst","females","P30","CORT","limmaVoomCC"
"1511","LSAMP",0.563340365485048,1.07165387254312e-05,0.00212132283591588,"Sst","females","P30","CORT","limmaVoomCC"
"1512","NEGR1",0.563290087182016,1.0781818734007e-05,0.00212132283591588,"Sst","females","P30","CORT","limmaVoomCC"
"1513","CADM1",0.449617031168526,1.27746316367995e-05,0.00236556119956734,"Sst","females","P30","CORT","limmaVoomCC"
"1514","SST",-0.662725676889581,2.05092423543599e-05,0.00358683860730694,"Sst","females","P30","CORT","limmaVoomCC"
"1515","CALB1",-0.591304623028894,2.77755719698918e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1516","GUCY1A2",0.397046374255067,2.86438024129239e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1517","SUGP2",-0.444820109497992,3.12330175773163e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1518","PPIA",-0.497635971736924,3.17265060309661e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1519","C1orf61",-0.376053924592882,3.17637468326752e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1520","MT-ND5",0.450746035974935,3.22128124497598e-05,0.0042252472329935,"Sst","females","P30","CORT","limmaVoomCC"
"1521","MT-ND3",0.388046239899029,3.5347151798696e-05,0.00445091335449181,"Sst","females","P30","CORT","limmaVoomCC"
"1522","PHF20L1",-0.480485148645577,3.89862022451654e-05,0.00472032941029925,"Sst","females","P30","CORT","limmaVoomCC"
"1523","GABARAPL2",-0.432351310588918,5.30489191788299e-05,0.00618511102129469,"Sst","females","P30","CORT","limmaVoomCC"
"1524","ATP6V0C",-0.477616516875399,5.81124018207306e-05,0.00653349431898786,"Sst","females","P30","CORT","limmaVoomCC"
"1525","SMARCA2",-0.498217365655969,7.04679625570089e-05,0.00764941883205048,"Sst","females","P30","CORT","limmaVoomCC"
"1526","RNASET2",-0.343891425346201,7.75445569086312e-05,0.00813700883827903,"Sst","females","P30","CORT","limmaVoomCC"
"1527","PURA",0.44470906637384,9.02173223218371e-05,0.0089251290115385,"Sst","females","P30","CORT","limmaVoomCC"
"1528","RPS12",-0.39895907007815,9.07255808034409e-05,0.0089251290115385,"Sst","females","P30","CORT","limmaVoomCC"
"1529","DCN",-0.343947286490921,0.000101880596303816,0.00971879142922466,"Sst","females","P30","CORT","limmaVoomCC"
"1530","PCDH9",0.65864143592706,0.000112770137053235,0.0101916572435277,"Sst","females","P30","CORT","limmaVoomCC"
"1531","HSPH1",0.475719770746829,0.000113312580534774,0.0101916572435277,"Sst","females","P30","CORT","limmaVoomCC"
"1532","VSTM2A",-0.450647609977656,0.000127190341824941,0.011122088779581,"Sst","females","P30","CORT","limmaVoomCC"
"1533","SEC14L1",-0.349756284647158,0.000146926618211651,0.0124714761797972,"Sst","females","P30","CORT","limmaVoomCC"
"1534","AL078639.1",0.438618815238206,0.0001505451381297,0.0124714761797972,"Sst","females","P30","CORT","limmaVoomCC"
"1535","TMEM14A",-0.350279826494221,0.000169799989320001,0.0136125093130709,"Sst","females","P30","CORT","limmaVoomCC"
"1536","GSTK1",-0.316814434613723,0.000172967081487559,0.0136125093130709,"Sst","females","P30","CORT","limmaVoomCC"
"1537","RIPOR2",0.387023119496104,0.000189019332267176,0.0145129965360261,"Sst","females","P30","CORT","limmaVoomCC"
"1538","PEG3",0.44296328415795,0.0002219444621551,0.0166352658777203,"Sst","females","P30","CORT","limmaVoomCC"
"1539","GARNL3",-0.34699704065707,0.000237554728663775,0.0173912159496177,"Sst","females","P30","CORT","limmaVoomCC"
"1540","STX1A",-0.303326135025127,0.000249508171516718,0.0175015126639653,"Sst","females","P30","CORT","limmaVoomCC"
"1541","MT-ND1",0.356547777843409,0.000250180454218055,0.0175015126639653,"Sst","females","P30","CORT","limmaVoomCC"
"1542","NMU",-0.339060902793136,0.000270727994158038,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1543","PENK",-0.412293996949033,0.000273967959050823,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1544","NUFIP2",0.378692884192115,0.000280207071449691,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1545","RPS21",-0.359968524044264,0.00028976886875519,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1546","NREP",0.404902379526068,0.000291791112850234,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1547","CACNG8",-0.387872550129091,0.000296566619124892,0.0183057199412776,"Sst","females","P30","CORT","limmaVoomCC"
"1548","PNOC",-0.367236740574829,0.000429963953995191,0.0255446600040158,"Sst","females","P30","CORT","limmaVoomCC"
"1549","ACADVL",-0.297084798419357,0.000430072102990101,0.0255446600040158,"Sst","females","P30","CORT","limmaVoomCC"
"1550","RPH3A",-0.393334274735162,0.000447817242313195,0.0261060866444803,"Sst","females","P30","CORT","limmaVoomCC"
"1551","HNRNPU",0.402095440106604,0.000515008078108217,0.0294771896342667,"Sst","females","P30","CORT","limmaVoomCC"
"1552","NDUFA4",-0.432205354175624,0.000565220626792991,0.031756466825172,"Sst","females","P30","CORT","limmaVoomCC"
"1553","ATP5MD",-0.370240553001339,0.000575005911383355,0.031756466825172,"Sst","females","P30","CORT","limmaVoomCC"
"1554","CNTNAP2",0.448175365249717,0.0005870318537338,0.0318348155093669,"Sst","females","P30","CORT","limmaVoomCC"
"1555","LUC7L",-0.350785849820861,0.000599050763374266,0.0318348155093669,"Sst","females","P30","CORT","limmaVoomCC"
"1556","UQCRH",-0.357999127733716,0.000606762684422495,0.0318348155093669,"Sst","females","P30","CORT","limmaVoomCC"
"1557","LRRTM3",-0.35542532487976,0.000682687732317587,0.0352311636284551,"Sst","females","P30","CORT","limmaVoomCC"
"1558","ADGRB3",-0.383959307724868,0.000694739095950732,0.0352748173234339,"Sst","females","P30","CORT","limmaVoomCC"
"1559","NDUFA1",-0.328519081825039,0.000749013800232533,0.0371323706665813,"Sst","females","P30","CORT","limmaVoomCC"
"1560","NORAD",0.407188208401627,0.000754914778481958,0.0371323706665813,"Sst","females","P30","CORT","limmaVoomCC"
"1561","TMTC1",0.356821423255798,0.000768454744977567,0.0372168544182982,"Sst","females","P30","CORT","limmaVoomCC"
"1562","DDX6",0.363877922976024,0.000803009966237919,0.0378601602570387,"Sst","females","P30","CORT","limmaVoomCC"
"1563","MT-ATP6",0.301278828360093,0.000805791212586274,0.0378601602570387,"Sst","females","P30","CORT","limmaVoomCC"
"1564","SLC24A4",-0.346104253359504,0.000882500254795924,0.0408545706190819,"Sst","females","P30","CORT","limmaVoomCC"
"1565","NEDD8",-0.295782026435892,0.0008965808796419,0.0409048783929377,"Sst","females","P30","CORT","limmaVoomCC"
"1566","RBM6",-0.307436120472959,0.000942978550767856,0.041837376184246,"Sst","females","P30","CORT","limmaVoomCC"
"1567","MGST3",-0.330457538686259,0.000943600288780642,0.041837376184246,"Sst","females","P30","CORT","limmaVoomCC"
"1568","GNG3",-0.347221080651979,0.000991388124929157,0.0433456919066248,"Sst","females","P30","CORT","limmaVoomCC"
"1569","PWAR6",0.377829033392574,0.00100880674138725,0.0435030633135213,"Sst","females","P30","CORT","limmaVoomCC"
"1570","MCUB",-0.283129221655688,0.00102960590022541,0.043799991539319,"Sst","females","P30","CORT","limmaVoomCC"
"1571","RPL26",-0.365248570169223,0.00111424827440479,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1572","CDH10",-0.363927093912451,0.00111451466575749,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1573","SCAI",-0.365642130365322,0.00115376353790912,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1574","GAD2",0.42786338016868,0.00115632431312447,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1575","AL365361.1",0.339867382287656,0.0011577423671162,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1576","TCEAL2",-0.347632050868941,0.00116862073354168,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1577","SRSF11",-0.35747064943795,0.0011780917040324,0.0457855886949876,"Sst","females","P30","CORT","limmaVoomCC"
"1578","TAC1",-0.45756506482751,0.00121113711846598,0.0459394174324119,"Sst","females","P30","CORT","limmaVoomCC"
"1579","RAB21",0.282958045983589,0.0012112362283641,0.0459394174324119,"Sst","females","P30","CORT","limmaVoomCC"
"1580","ZC3H8",-0.280596365322113,0.0012259983594926,0.0459457480438416,"Sst","females","P30","CORT","limmaVoomCC"
"1581","CDH8",-0.351775209106003,0.00127223899362583,0.0471177453168719,"Sst","females","P30","CORT","limmaVoomCC"
"1582","NDUFB2",-0.313613874937044,0.00130261964363015,0.0476819376528802,"Sst","females","P30","CORT","limmaVoomCC"
"1583","PIK3R1",0.365802161635831,0.00137280691101213,0.0496735190329446,"Sst","females","P30","CORT","limmaVoomCC"
"1584","LINC00632",-0.714436061245246,3.00559140738974e-11,1.1204844766749e-07,"Vip","females","P30","CORT","limmaVoomCC"
"1585","CRH",-0.877855404649106,5.05021566921e-10,9.41360200740744e-07,"Vip","females","P30","CORT","limmaVoomCC"
"1586","ATP6V0C",-0.695662111483104,1.20693579683469e-09,1.17215693082791e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1587","LINC00473",-0.538757440923243,1.25767911033037e-09,1.17215693082791e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1588","AC092691.1",-0.683703560741603,2.57007257671675e-09,1.91624611320001e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1589","AHI1",-0.626219660459333,4.92305016958788e-09,3.05885517203727e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1590","CALM2",-0.654989201210311,9.31625692791237e-09,4.6550871739883e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1591","MT-ND4",0.596030882906432,9.98945745491051e-09,4.6550871739883e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1592","ATP5MC1",-0.5054500154271,1.69291149767473e-08,7.01241562592377e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1593","VGF",-0.55155522897321,1.91391850972866e-08,7.13508820426843e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1594","WSB1",-0.598699295396918,2.31718801599748e-08,7.85316083967145e-06,"Vip","females","P30","CORT","limmaVoomCC"
"1595","RSRP1",-0.57526720331797,5.36910989273864e-08,1.66800347334414e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1596","RNASEK",-0.515200994335087,1.43230798225103e-07,4.10741858294756e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1597","CSMD1",-0.61134263543681,1.84485196924686e-07,4.85622394074142e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1598","SAT2",-0.509113501993516,1.95395276585626e-07,4.85622394074142e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1599","GOLT1B",-0.436945414929542,3.28818362552799e-07,7.66146784748022e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1600","KCNT2",-0.597603086212276,4.27650421730302e-07,9.37812218947391e-05,"Vip","females","P30","CORT","limmaVoomCC"
"1601","FXYD6",-0.571170599567241,4.95108458756785e-07,0.000101376568130427,"Vip","females","P30","CORT","limmaVoomCC"
"1602","NDUFA4",-0.585803137651255,5.16672423411511e-07,0.000101376568130427,"Vip","females","P30","CORT","limmaVoomCC"
"1603","GPHN",-0.515129426965778,6.85871596734551e-07,0.00012784646563132,"Vip","females","P30","CORT","limmaVoomCC"
"1604","RTN1",-0.540718250585337,8.83398124323599e-07,0.000156824200356113,"Vip","females","P30","CORT","limmaVoomCC"
"1605","STMN2",-0.592908349327567,9.73878919807479e-07,0.00016502820968374,"Vip","females","P30","CORT","limmaVoomCC"
"1606","TMEM59L",-0.524328380624637,1.72443551758159e-06,0.000279508504762789,"Vip","females","P30","CORT","limmaVoomCC"
"1607","BEX3",-0.537737648522173,1.85253913427017e-06,0.000287761078856633,"Vip","females","P30","CORT","limmaVoomCC"
"1608","C1orf61",-0.440895795644545,2.2597441933054e-06,0.000326075974777659,"Vip","females","P30","CORT","limmaVoomCC"
"1609","RABAC1",-0.451606470119591,2.27413501722616e-06,0.000326075974777659,"Vip","females","P30","CORT","limmaVoomCC"
"1610","ARL6IP1",-0.529128750835514,2.54862200385634e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1611","CADM2",-0.538664129372803,2.7818777782651e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1612","MEG3",-0.431210004126374,2.79231150776918e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1613","NDUFV1",-0.437591673240629,2.8386984524433e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1614","CXCL14",-0.792449300470126,2.87553342849282e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1615","MEF2C",-0.545415289652029,2.92669380760055e-06,0.000340959828585464,"Vip","females","P30","CORT","limmaVoomCC"
"1616","SERPINI1",-0.491654323119413,3.18665084588185e-06,0.000359994980407501,"Vip","females","P30","CORT","limmaVoomCC"
"1617","CPE",-0.528143106069171,4.41221984933599e-06,0.000483786929362487,"Vip","females","P30","CORT","limmaVoomCC"
"1618","NCALD",-0.506654738480418,6.7816676692666e-06,0.000722344487743596,"Vip","females","P30","CORT","limmaVoomCC"
"1619","BEX2",-0.4644826597405,9.14305750338056e-06,0.000946814399238965,"Vip","females","P30","CORT","limmaVoomCC"
"1620","GNG3",-0.430795978132328,9.58584335696074e-06,0.000965838487425666,"Vip","females","P30","CORT","limmaVoomCC"
"1621","CDH10",-0.495378657405935,1.00334833002679e-05,0.000984337519563126,"Vip","females","P30","CORT","limmaVoomCC"
"1622","DNAJB1",0.360686137860089,1.07087814051048e-05,0.00102364966867259,"Vip","females","P30","CORT","limmaVoomCC"
"1623","VIP",-0.726412018796343,1.11963480964116e-05,0.00102982224178031,"Vip","females","P30","CORT","limmaVoomCC"
"1624","EIF1",-0.489623491313287,1.13258347406096e-05,0.00102982224178031,"Vip","females","P30","CORT","limmaVoomCC"
"1625","ATP2B1",-0.513604073672864,1.18102159644017e-05,0.00104829726464975,"Vip","females","P30","CORT","limmaVoomCC"
"1626","MDH1",-0.489434121539576,1.40005216357612e-05,0.00121381266646785,"Vip","females","P30","CORT","limmaVoomCC"
"1627","CHGB",-0.444974819406788,2.27689313081267e-05,0.00191973934647663,"Vip","females","P30","CORT","limmaVoomCC"
"1628","PDE4B",-0.392884421507108,2.31728193646589e-05,0.00191973934647663,"Vip","females","P30","CORT","limmaVoomCC"
"1629","SNRPN",-0.467598042858295,2.4687687559389e-05,0.00200077607003048,"Vip","females","P30","CORT","limmaVoomCC"
"1630","THY1",-0.482592972476737,2.94113152949366e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1631","NRXN1",-0.425209796151952,3.08805332993404e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1632","MALAT1",-0.372306170842983,3.19637438933684e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1633","TMEM14A",-0.413108664588415,3.20839959171148e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1634","SRRM4",-0.447849140510268,3.29801965234117e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1635","REX1BD",-0.393945630837357,3.34582548907494e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1636","SCG2",-0.570590027395667,3.35770880907893e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1637","CCDC85B",-0.402717103086098,3.42908244762175e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1638","NRSN1",-0.401423877550652,3.44032479629184e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1639","MRPS21",-0.398865856112534,3.48433917901237e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1640","SELENOH",-0.383902889176911,3.49978361250014e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1641","GABARAPL2",-0.450339055976848,3.55146348399046e-05,0.00228273377039939,"Vip","females","P30","CORT","limmaVoomCC"
"1642","FAM173A",-0.328668900430189,3.62560412639579e-05,0.00229089020054297,"Vip","females","P30","CORT","limmaVoomCC"
"1643","MT-ND2",0.405098527098024,3.70406388225838e-05,0.00230145835884321,"Vip","females","P30","CORT","limmaVoomCC"
"1644","OLFM1",-0.525415039902121,3.90120881457616e-05,0.00238421417389179,"Vip","females","P30","CORT","limmaVoomCC"
"1645","OCIAD1",-0.439174903615013,4.30005575530036e-05,0.00258558191221931,"Vip","females","P30","CORT","limmaVoomCC"
"1646","ATP6V0B",-0.423439495615135,4.46953505704306e-05,0.00264186276017659,"Vip","females","P30","CORT","limmaVoomCC"
"1647","GPM6A",-0.424155036730534,4.53538671274952e-05,0.00264186276017659,"Vip","females","P30","CORT","limmaVoomCC"
"1648","AC027031.2",-0.458003818472356,4.64650064999788e-05,0.00266494683433725,"Vip","females","P30","CORT","limmaVoomCC"
"1649","PPP2R2B",-0.396095819991486,4.76146557192045e-05,0.00268950661395749,"Vip","females","P30","CORT","limmaVoomCC"
"1650","FBXO44",-0.365861688465306,4.90197698077873e-05,0.00269426412975642,"Vip","females","P30","CORT","limmaVoomCC"
"1651","SEMA5A",0.364067497114551,4.91443027959863e-05,0.00269426412975642,"Vip","females","P30","CORT","limmaVoomCC"
"1652","TMEM145",-0.382051856417414,5.13269599234163e-05,0.00274179355749302,"Vip","females","P30","CORT","limmaVoomCC"
"1653","CDC42",-0.436638143601364,5.14821751675192e-05,0.00274179355749302,"Vip","females","P30","CORT","limmaVoomCC"
"1654","MT-CO3",0.431587458671168,5.30316934767646e-05,0.00274460640753721,"Vip","females","P30","CORT","limmaVoomCC"
"1655","ZMAT4",-0.429420418235062,5.35688082004287e-05,0.00274460640753721,"Vip","females","P30","CORT","limmaVoomCC"
"1656","EIF3K",-0.35342394205896,5.4569558615969e-05,0.00274460640753721,"Vip","females","P30","CORT","limmaVoomCC"
"1657","PTPRZ1",-0.455821623355934,5.51318675515202e-05,0.00274460640753721,"Vip","females","P30","CORT","limmaVoomCC"
"1658","MGST3",-0.420837955664732,5.52160623833934e-05,0.00274460640753721,"Vip","females","P30","CORT","limmaVoomCC"
"1659","TMEM160",-0.37966459424647,5.79850803727213e-05,0.00281194234970249,"Vip","females","P30","CORT","limmaVoomCC"
"1660","ADARB2",-0.452646716703825,5.80792813645632e-05,0.00281194234970249,"Vip","females","P30","CORT","limmaVoomCC"
"1661","KMO",-0.392151590282124,6.5297112351022e-05,0.0030938925397865,"Vip","females","P30","CORT","limmaVoomCC"
"1662","COX5B",-0.443135627697328,6.72293096284171e-05,0.0030938925397865,"Vip","females","P30","CORT","limmaVoomCC"
"1663","SERINC1",-0.433736496404676,6.73702355449263e-05,0.0030938925397865,"Vip","females","P30","CORT","limmaVoomCC"
"1664","CHRNA2",-0.421052070180592,6.79976360084358e-05,0.0030938925397865,"Vip","females","P30","CORT","limmaVoomCC"
"1665","ATP5MC3",-0.39111419472783,6.80523573665485e-05,0.0030938925397865,"Vip","females","P30","CORT","limmaVoomCC"
"1666","SCG5",-0.429017912951106,6.88978144509754e-05,0.00309459099124381,"Vip","females","P30","CORT","limmaVoomCC"
"1667","NDFIP1",-0.439793118700615,7.16747378164012e-05,0.00314781406299732,"Vip","females","P30","CORT","limmaVoomCC"
"1668","PPIA",-0.447339931456945,7.25601476271147e-05,0.00314781406299732,"Vip","females","P30","CORT","limmaVoomCC"
"1669","BEX1",-0.433309168627713,7.26158823545519e-05,0.00314781406299732,"Vip","females","P30","CORT","limmaVoomCC"
"1670","SYNPR",-0.438072219518455,8.01146002910541e-05,0.00342880256873307,"Vip","females","P30","CORT","limmaVoomCC"
"1671","SNAP25",-0.456563279920367,8.09373996911239e-05,0.00342880256873307,"Vip","females","P30","CORT","limmaVoomCC"
"1672","R3HDM1",-0.377162608251245,8.28246036302207e-05,0.00346932721722992,"Vip","females","P30","CORT","limmaVoomCC"
"1673","C4orf48",-0.414171137025404,8.50664443101082e-05,0.00352364115986759,"Vip","females","P30","CORT","limmaVoomCC"
"1674","COX6C",-0.418069507404976,8.7849220133886e-05,0.00359892189735304,"Vip","females","P30","CORT","limmaVoomCC"
"1675","LINC00461",-0.403124078851467,9.39592166275787e-05,0.00380739086508275,"Vip","females","P30","CORT","limmaVoomCC"
"1676","CCPG1",-0.41224492142984,9.89428443638188e-05,0.00396622498697115,"Vip","females","P30","CORT","limmaVoomCC"
"1677","SGIP1",-0.410335244225005,0.000101104654648081,0.00400976758008561,"Vip","females","P30","CORT","limmaVoomCC"
"1678","MIR99AHG",-0.418508553984323,0.000104774049572685,0.00408548606019552,"Vip","females","P30","CORT","limmaVoomCC"
"1679","AIG1",-0.35907203768049,0.000105205649618769,0.00408548606019552,"Vip","females","P30","CORT","limmaVoomCC"
"1680","NDUFB2",-0.388134237144072,0.000109037373073853,0.00419063223525077,"Vip","females","P30","CORT","limmaVoomCC"
