"","SYMBOL","logFC","P.Value","adj.P.Val","celltype","sex","timepoint","region","method"
"23029","JAM3",-0.015257908,0.827762383,0.951410448,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23030","ITGB8",-0.015409153,0.828259595,0.951410448,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23031","BPTF",-0.014798111,0.829354503,0.951410448,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23032","EDIL3",-0.020168821,0.831717253,0.952324087,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23033","RPS9",-0.012721052,0.839079501,0.958948001,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23034","BIN1",-0.015805064,0.842733814,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23035","POGZ",-0.013340374,0.847982784,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23036","TCF4",0.015945924,0.848905951,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23037","KANSL1",-0.012069724,0.849101433,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23038","PHIP",0.01322423,0.85004689,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23039","LIFR",0.014664976,0.850633697,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23040","VAPA",0.011690175,0.8559178,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23041","PJA2",-0.011854219,0.856024709,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23042","SGK1",0.013876016,0.856861734,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23043","FAU",-0.012110382,0.856931332,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23044","PIK3R1",0.011997054,0.860190691,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23045","CFL2",-0.012025301,0.860305613,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23046","SRPK2",-0.011428549,0.860998588,0.960526865,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23047","SERINC3",0.010582625,0.86870156,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23048","CKB",-0.011270938,0.870420923,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23049","RDX",0.011878017,0.871151651,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23050","YWHAB",0.010475736,0.873235956,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23051","RNF144A",-0.010187509,0.873754817,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23052","TMBIM6",0.011589631,0.875341702,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23054","DDX3X",-0.00978018,0.877372255,0.96463351,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23055","PPIA",0.011225514,0.879794424,0.965550559,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23056","RPL34",-0.009089154,0.888740518,0.97139047,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23057","ATRX",-0.009518667,0.889844243,0.97139047,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23058","RBM5",0.0102268,0.889908704,0.97139047,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23059","CNOT2",-0.008603048,0.892110655,0.972048886,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23060","DYNC1I2",-0.009118985,0.896171885,0.974450148,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23061","VAMP2",-0.008602342,0.898756337,0.974450148,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23062","GTF2I",0.011077962,0.899541641,0.974450148,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23063","SPTBN1",-0.009340015,0.900725301,0.974450148,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23064","ALCAM",-0.009969863,0.904244125,0.975898594,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23065","RPS27",-0.0083683,0.905274353,0.975898594,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23066","RPL19",0.007362008,0.910877534,0.97865749,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23067","RNPC3",0.007483245,0.912258222,0.97865749,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23068","RPL10",-0.008186335,0.912898651,0.97865749,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23069","GPR37",0.008673775,0.914272129,0.97865749,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23070","SPECC1",0.006872751,0.917313911,0.9801878,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23071","LIMCH1",0.007627076,0.920387984,0.980800055,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23072","PHC3",0.006355349,0.92111321,0.980800055,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23073","C21orf91",-0.006952715,0.924830659,0.98251788,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23074","PRDX1",-0.006237553,0.925958462,0.98251788,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23075","HNRNPA3",0.006473212,0.93024475,0.985216292,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23076","NDRG2",-0.006132276,0.932102522,0.985216292,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23077","ELMO1",0.005724012,0.93347912,0.985216292,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23078","SRP14",0.005354581,0.934983225,0.985216292,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23079","CA2",-0.006604038,0.937815637,0.986174855,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23080","CEP97",-0.005254558,0.93913691,0.986174855,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23081","PROX1",-0.004118015,0.94983858,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23082","HNRNPK",0.003686083,0.956573995,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23083","RPLP1",0.003959686,0.956576638,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23084","PPDPF",-0.003338547,0.957521508,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23085","PHLPP1",-0.003428909,0.957545725,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23086","GNAO1",-0.003871697,0.959572048,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23087","CPEB4",0.003269654,0.959811731,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23088","PNPT1",0.003140622,0.960510416,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23089","RNF220",-0.003750941,0.960734325,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23090","MYRF",-0.00375764,0.962363348,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23091","DOCK9",-0.003463896,0.963282651,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23092","SGK3",0.002936271,0.964369635,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23093","ACTG1",-0.002852057,0.967228057,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23094","RPS28",0.002521343,0.970123663,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23095","RPL11",-0.002519066,0.970805271,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23096","HMGB1",0.002900557,0.971163672,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23097","RPS24",-0.002347678,0.971707114,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23098","HOOK3",-0.002270963,0.972264071,0.990178484,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23099","BCLAF1",0.001946991,0.976111444,0.992434378,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23100","YWHAE",0.001499961,0.982056114,0.993542966,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23101","DDX24",-0.001396754,0.98269115,0.993542966,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23102","SPP1",0.00189224,0.98387422,0.993542966,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23103","ADD1",0.00148399,0.984071498,0.993542966,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23104","NUCKS1",-0.001405605,0.985372383,0.993542966,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23105","BACE1",-0.000852757,0.989642716,0.995773015,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23106","HSP90B1",0.000853002,0.990859661,0.995773015,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23107","PPP2R2A",-0.000449263,0.99443228,0.997714235,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23108","ARID1B",0.000169373,0.998011061,0.999257703,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23109","PLEKHB1",5.89847e-05,0.999257703,0.999257703,"Oligo","female","Postmortem","CORT","LimmaVoomCC"
"23110","RPL13",-0.629633494,2.6589e-09,1.84794e-06,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23111","MALAT1",-0.274830107,4.40783e-08,1.53172e-05,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23112","HSP90AA1",0.492229582,6.44797e-07,0.000149378,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23113","ASB3",-0.398922566,1.93932e-06,0.000274461,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23114","WSB1",-0.461135791,1.97454e-06,0.000274461,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23115","AC092691.1",-0.41913249,9.03963e-06,0.00104709,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23116","PLPPR1",-0.403928174,3.48277e-05,0.003457896,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23117","OMG",-0.354823919,4.34467e-05,0.003774428,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23118","CSMD1",-0.35694578,7.87376e-05,0.005766722,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23119","LRP1B",-0.38521589,8.29744e-05,0.005766722,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23120","ANKRD28",-0.355947565,9.18459e-05,0.005802989,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23121","PCDH15",-0.372779144,0.000207594,0.012023181,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23122","AL391807.1",-0.291670284,0.00032021,0.015778013,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23123","RSRP1",-0.277388759,0.000344114,0.015778013,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23124","PDGFRA",-0.359224836,0.000353104,0.015778013,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23125","C1orf61",-0.364284752,0.000363235,0.015778013,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23126","QKI",0.377282137,0.000403366,0.016490548,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23127","LINC01322",-0.24657254,0.000708637,0.02736128,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23128","TLE4",-0.280517915,0.000773176,0.028281955,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23129","BCHE",-0.284473342,0.000973163,0.033788646,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23130","PDE4B",-0.332139655,0.001051266,0.033788646,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23131","HNRNPU",0.317560459,0.001069569,0.033788646,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23132","VCAN",0.329040221,0.001327645,0.039462544,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23133","SRSF11",-0.309968774,0.001362735,0.039462544,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23134","PREX2",-0.255572095,0.001830495,0.05088775,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23135","LRRN1",-0.2755855,0.002101137,0.056165,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23136","AC004852.2",-0.274404118,0.002220646,0.057161083,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23137","OPCML",-0.280808888,0.00281101,0.069773292,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23138","BEX3",-0.235977724,0.002936778,0.070381411,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23139","LHFPL3",-0.273247354,0.003071281,0.070861089,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23140","FABP7",-0.234234072,0.00316071,0.070861089,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23141","HSP90AB1",0.283814105,0.003471153,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23142","NUPL2",-0.244695238,0.003684776,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23143","XPO1",0.228760004,0.003721551,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23144","CD46",-0.244038818,0.003723165,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23145","TAOK3",-0.286146447,0.003865933,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23146","NRXN1",-0.291063883,0.003892619,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23147","CDH10",-0.248553202,0.004071857,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23148","PTN",-0.287236425,0.004099519,0.073055533,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23149","SGK1",0.232040893,0.004660245,0.079956471,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23150","MARCKS",0.281286153,0.004824158,0.079956471,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23151","DLG2",-0.213954118,0.004831902,0.079956471,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23152","CTNND2",-0.207849959,0.005141406,0.08309947,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23153","DGKG",0.223751314,0.005296,0.083652733,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23154","ANKS1B",-0.241027132,0.005555781,0.084411014,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23155","STMN1",-0.230525705,0.005586916,0.084411014,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23156","CLASP2",-0.261316517,0.006896721,0.10198342,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23157","SF3B1",-0.244565272,0.007211495,0.103643083,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23158","B2M",-0.235974942,0.007373365,0.103643083,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23159","TIA1",-0.231461225,0.007456337,0.103643083,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23160","ARPP21",-0.226238529,0.007718568,0.105184412,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23161","CIRBP",-0.233093105,0.008297764,0.110902806,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23162","RTN1",-0.195600351,0.009768126,0.128091467,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23163","SCN1A",-0.258245061,0.009988955,0.128561548,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23164","CPE",-0.237935913,0.010499096,0.1326704,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23165","PTGDS",-0.211665677,0.011020565,0.136773083,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23166","GRID2",-0.236574535,0.011729007,0.143011572,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23167","FXR1",0.192130343,0.01240671,0.147230651,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23168","LUZP2",-0.249993538,0.012498717,0.147230651,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23169","ZNF326",-0.182861152,0.012711607,0.147242778,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23170","SPATA6",-0.231394261,0.012935226,0.14737676,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23172","NTM",-0.243072722,0.014003556,0.154483675,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23173","RNF144A",-0.207090882,0.015023791,0.163148975,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23174","FGF12",-0.193386478,0.015601843,0.166819706,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23175","NOVA1",-0.240385734,0.016278684,0.171419474,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23176","C1orf21",-0.175314857,0.016564522,0.17182601,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23177","LUC7L",-0.183508378,0.017717792,0.180029005,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23178","TRIM9",0.21966212,0.017952482,0.180029005,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23179","FUS",-0.218402608,0.018132418,0.180029005,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23180","BRINP3",-0.197665439,0.019388612,0.18978993,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23181","S100B",-0.202189061,0.019739413,0.190540166,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23182","SRSF7",-0.181075383,0.020485757,0.195035633,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23183","SULF2",-0.18320984,0.021263872,0.199707987,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23184","N4BP2L2",-0.224281961,0.022708885,0.210435665,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23185","NSG2",-0.184564012,0.023839186,0.213664297,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23186","NKAIN4",-0.170739824,0.023874621,0.213664297,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23187","ATP10B",-0.182974159,0.02397959,0.213664297,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23188","SOX4",-0.214992255,0.024848438,0.218603346,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23189","COBL",-0.169065679,0.025966975,0.223286716,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23190","ZEB2",-0.187548865,0.026138921,0.223286716,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23191","MPZL1",-0.183190036,0.02634462,0.223286716,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23192","SOX10",0.167493652,0.027024127,0.226286367,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23193","RCN2",-0.205100015,0.028406806,0.234954591,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23194","GPM6A",-0.223390822,0.028735454,0.234954591,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23195","GOLGA8B",-0.18859651,0.030395712,0.243023211,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23196","ZEB1",-0.173423247,0.030421611,0.243023211,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23197","KCNQ1OT1",-0.211576242,0.030988253,0.244736768,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23198","MAT2A",0.173172441,0.032687639,0.254612933,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23199","CALCRL",-0.202696975,0.033063894,0.254612933,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23200","MKLN1",0.196605761,0.033337808,0.254612933,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23201","LINC00461",-0.168574107,0.035171629,0.26569872,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23202","LRRTM3",-0.16576062,0.036233114,0.27077435,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23203","MAML2",-0.1904557,0.036915839,0.272941577,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23204","GABPB1-AS1",-0.183316582,0.037994278,0.277958136,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23205","DNM1L",-0.147345698,0.038555604,0.277981051,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23206","GAPDH",-0.202179294,0.038797355,0.277981051,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23207","MAGI2",-0.157010734,0.041232162,0.289178557,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23208","ALCAM",-0.181457449,0.041254791,0.289178557,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23209","LRRC4C",-0.192423197,0.041903291,0.289178557,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23210","SGIP1",-0.167983947,0.04202451,0.289178557,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23211","SKP1",-0.161822507,0.04428503,0.301746037,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23212","PEAK1",-0.161389967,0.045527327,0.305096462,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23213","PTMA",-0.183498665,0.045996881,0.305096462,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23214","ZNF248",-0.138714389,0.04609371,0.305096462,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23215","MYEF2",-0.152843025,0.047656758,0.312466481,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23216","DSEL",0.179931777,0.049629373,0.322359014,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23217","HMGN1",-0.187472877,0.050999516,0.328191329,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23218","HSP90B1",0.167397978,0.052557805,0.33511628,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23219","MIR181A1HG",-0.142790873,0.054221089,0.339657541,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23220","RBM39",-0.175212693,0.054247463,0.339657541,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23221","CTTNBP2",-0.145236518,0.057729273,0.356201211,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23222","JMJD1C",-0.159212643,0.057972987,0.356201211,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23223","CD81",0.154019264,0.058427249,0.356201211,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23224","SCRG1",-0.177047347,0.059830177,0.358379067,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23225","ABHD2",-0.187781302,0.059949048,0.358379067,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23226","PAPOLA",0.151530489,0.06033144,0.358379067,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23227","GALR1",0.155402287,0.06157672,0.362676445,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23228","CSNK1A1",0.147948049,0.063188633,0.365289903,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23229","GOLGA8A",-0.163647516,0.063559582,0.365289903,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23230","LRRFIP2",-0.130127473,0.063968728,0.365289903,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23231","BCAN",0.200023803,0.064122832,0.365289903,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23232","PDCD6IP",-0.148683737,0.065076849,0.36771065,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23233","PSAP",-0.170294293,0.065683095,0.368143151,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23234","COL9A1",-0.171740729,0.066396565,0.369164904,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23235","HNRNPDL",-0.173333387,0.067329448,0.371380688,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23237","SNAP25",-0.157840394,0.069148298,0.375453651,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23238","MEGF11",0.142144849,0.070627478,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23239","AC009041.2",0.152492744,0.072261397,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23240","CHL1",-0.184499794,0.072783933,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23241","TSPAN7",-0.166110823,0.073602579,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23242","NLGN4X",-0.149835519,0.073640847,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23243","LINC00632",-0.132139838,0.074239344,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23244","SF1",-0.150845864,0.074293347,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23245","PGRMC1",-0.147750596,0.074351721,0.379959163,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23246","KCNIP4-IT1",-0.150569608,0.075184167,0.381342111,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23247","JPX",-0.149539995,0.076013024,0.381342111,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23248","PTPN4",-0.128427493,0.076268422,0.381342111,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23249","APBB2",-0.143133359,0.077911435,0.384621485,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23250","FAM49B",-0.135889975,0.079000151,0.384621485,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23251","NME3",-0.127537096,0.079036842,0.384621485,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23252","OLIG2",-0.159764773,0.079219728,0.384621485,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23253","VEGFA",-0.145809476,0.079691358,0.384621485,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23254","PID1",-0.122055669,0.084764074,0.406282976,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23255","FTX",-0.149870294,0.086114504,0.409928633,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23256","CST3",-0.193944482,0.086740155,0.410098013,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23257","SPARCL1",-0.182242327,0.087680683,0.411743746,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23258","TUBA1A",0.144337384,0.0884606,0.412618235,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23259","HSPA5",0.133768911,0.089307892,0.413793234,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23260","GRIK2",-0.125403447,0.090795744,0.414377881,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23261","UBXN4",-0.12902016,0.091178439,0.414377881,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23262","GRM5",-0.140719786,0.091222756,0.414377881,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23264","ATP1B2",-0.126318956,0.095770512,0.429422618,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23265","CLK4",-0.125035291,0.096848216,0.430247695,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23266","PTPRZ1",-0.136823532,0.097192645,0.430247695,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23267","ETV5",-0.121143802,0.098660998,0.433983506,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23268","SRRM1",-0.120198738,0.102138133,0.44421156,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23269","MFF",-0.126086987,0.102264532,0.44421156,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23270","FGFR1OP2",-0.119359514,0.105781881,0.453281154,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23271","PGAP1",0.129789647,0.106419466,0.453281154,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23272","CHD9",-0.151119755,0.106889957,0.453281154,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23273","OCIAD1",-0.127137855,0.107342433,0.453281154,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23274","NFIB",-0.133286166,0.107613511,0.453281154,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23275","SELENOW",-0.120407549,0.110378827,0.460171506,"OPC","female","Postmortem","CORT","LimmaVoomCC"
"23276","APOE",-0.127439768,0.110573585,0.460171506,"OPC","female","Postmortem","CORT","LimmaVoomCC"
