"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","Sex","DEG_method","Cell_Type","Metadata","Time_point","Tissue"
"PPIP5K2",-1.556606459,-0.638404248,2.31341e-08,3.33649e-06,9.143932694,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CEMIP",-1.413987989,-0.499769866,2.3663e-08,3.33649e-06,7.3565539,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX4I1",-1.532426976,-0.615818327,3.04051e-08,4.15839e-06,9.034149381,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ALDOA",-1.489579605,-0.574905225,3.12796e-08,4.15839e-06,8.083339737,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CCDC85B",-1.456173381,-0.542182142,3.45543e-08,4.46614e-06,7.994391856,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MEF2C",-1.411178409,-0.496900393,3.89968e-08,4.9041e-06,11.4333103,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX6A1",-1.533484546,-0.616813627,4.06514e-08,4.97765e-06,8.895327042,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF804A",-1.52532326,-0.609115024,4.75983e-08,5.62523e-06,8.497486845,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CYCS",-1.489466783,-0.57479595,4.83579e-08,5.62523e-06,8.528066776,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00632",-1.500130827,-0.585088324,5.06882e-08,5.75249e-06,9.479078143,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5PF",-1.477974166,-0.563621052,5.67925e-08,6.2918e-06,8.231034124,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX7A2",-1.477245135,-0.562909248,6.22545e-08,6.73651e-06,8.181823563,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GAPDH",-1.517326577,-0.601531633,1.2018e-07,1.2709e-05,10.17244919,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC027031.2",-1.51355411,-0.597940253,1.27998e-07,1.3235e-05,8.642701627,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AL078639.1",1.524585159,0.608416738,1.39252e-07,1.40856e-05,8.028979288,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPIA",-1.481077446,-0.566647081,1.48307e-07,1.46824e-05,8.963267381,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX5A",-1.455987463,-0.541997933,1.98268e-07,1.89536e-05,8.206766959,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UQCRQ",-1.406001525,-0.491598159,1.99598e-07,1.89536e-05,7.824392038,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRSF11",-1.413665278,-0.499440565,2.09445e-07,1.94909e-05,9.246791783,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BEX3",-1.473585379,-0.559330653,2.40446e-07,2.19372e-05,9.286177007,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX7C",-1.470758325,-0.556560203,2.6465e-07,2.36811e-05,8.92756762,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SERPINI1",-1.515987208,-0.60025758,2.9352e-07,2.57688e-05,9.457948803,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFV1",-1.414615155,-0.500409622,3.96264e-07,3.41448e-05,8.185967039,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIF",-1.469876908,-0.555695345,5.91915e-07,5.0076e-05,8.739049124,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFB10",-1.361144925,-0.444820683,6.11045e-07,5.07713e-05,7.660581341,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF385D",-1.380008091,-0.464676725,6.77961e-07,5.5343e-05,10.11959103,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRDX2",-1.448978598,-0.535036286,6.96533e-07,5.58788e-05,8.473962177,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC25A4",-1.398334063,-0.483709063,8.51421e-07,6.71468e-05,7.912288988,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CYB",1.412585462,0.498338154,9.10467e-07,7.06067e-05,8.407164303,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PFDN5",-1.393406122,-0.478615807,9.48222e-07,7.23292e-05,8.059763792,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EIF3K",-1.362154773,-0.445890637,9.74356e-07,7.31239e-05,7.697075146,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KLHL5",-1.435283472,-0.521335701,1.03725e-06,7.66084e-05,8.742957289,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DNAJB1",1.315435285,0.395540274,1.14835e-06,8.34886e-05,7.302335553,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5ME",-1.398351813,-0.483727376,1.17669e-06,8.42328e-05,8.154627866,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SAT2",-1.389823902,-0.474902098,1.37439e-06,9.68946e-05,8.159641234,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MPC1",-1.378200202,-0.462785474,1.41985e-06,9.79436e-05,7.892612503,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PIN1",-1.389493079,-0.474558648,1.43137e-06,9.79436e-05,7.929156447,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HINT1",-1.408074863,-0.49372404,1.67318e-06,0.00011283,8.232130387,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KAZN",-1.413328286,-0.499096612,1.76895e-06,0.000117584,8.343793066,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5F1D",-1.408051836,-0.493700446,2.04408e-06,0.000133959,8.486506554,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC4A10",-1.353404183,-0.436592753,2.5462e-06,0.000160775,9.790791494,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GPX4",-1.430532806,-0.516552583,2.54713e-06,0.000160775,8.606171896,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFB9",-1.345227121,-0.42784977,2.55692e-06,0.000160775,7.772484033,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP2R2B",-1.394557072,-0.479806978,3.28222e-06,0.000201576,8.480349918,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX6B1",-1.416361757,-0.502189795,3.29245e-06,0.000201576,8.508288363,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5F1A",-1.417977098,-0.503834232,3.39834e-06,0.000205357,8.465738854,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC25A12",-1.389272042,-0.47432913,3.57617e-06,0.000213332,8.360302651,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM19A2",-1.404478296,-0.49003433,3.84079e-06,0.000226218,8.324119959,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PEG3",1.394398122,0.479642532,4.09077e-06,0.00023793,9.456725104,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB24",-1.327300215,-0.408494723,6.15887e-06,0.000353793,7.65527946,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM160",-1.341180833,-0.423503771,6.43263e-06,0.000365013,7.735855095,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BBX",1.300703837,0.379292506,6.68891e-06,0.000372603,7.253237722,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHCHD2",-1.36339737,-0.447206105,6.72745e-06,0.000372603,8.051427778,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIR181A1HG",-1.361599237,-0.445302134,6.82327e-06,0.000372603,7.90549531,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GSTK1",-1.348164251,-0.430996275,6.96169e-06,0.000372603,7.834318905,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ADGRB3",-1.376989049,-0.461517086,6.96678e-06,0.000372603,8.830991505,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PEG10",1.298117949,0.376421475,7.1453e-06,0.000377808,7.264100689,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM19A4",-1.281742513,-0.35810647,7.83818e-06,0.000409787,7.217606197,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FTH1",-1.385921632,-0.470845682,8.39472e-06,0.000434007,9.099069216,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UQCRH",-1.395352563,-0.480629693,8.96821e-06,0.000458562,8.547275867,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PARK7",-1.321361199,-0.402024887,9.13119e-06,0.00046182,7.663158326,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IL1RAPL1",-1.386887441,-0.471850704,9.25715e-06,0.000463156,8.473757417,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFS2",-1.319833591,-0.400356041,9.80042e-06,0.000485121,7.681740275,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EDF1",-1.339875341,-0.422098782,1.03391e-05,0.000504739,7.856363828,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA5",-1.360816203,-0.444472224,1.04137e-05,0.000504739,8.100611054,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RNASEK",-1.341762182,-0.424128987,1.10442e-05,0.000529782,7.895102754,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5IF1",-1.374152314,-0.458541925,1.1352e-05,0.000538989,8.402620362,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MRPS21",-1.352966293,-0.436125897,1.15564e-05,0.00053947,8.05822791,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UQCR11",-1.329091304,-0.410440216,1.1594e-05,0.00053947,7.788738977,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CALY",-1.348358399,-0.431204021,1.18154e-05,0.000544326,8.00740723,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PURA",1.372045375,0.456328194,1.28696e-05,0.000587083,8.495739945,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPH1",1.37289563,0.457221954,1.35206e-05,0.000610791,8.559977925,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM173A",-1.287364483,-0.364420572,1.4577e-05,0.00065218,7.468788798,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V1F",-1.35750509,-0.440957607,1.582e-05,0.000701054,8.15365231,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDFIP1",-1.343738013,-0.426251885,1.59913e-05,0.00070196,9.147721443,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SELENOM",-1.318883969,-0.399317647,1.72742e-05,0.000746906,7.697031689,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA6",-1.285355549,-0.362167486,1.73363e-05,0.000746906,7.489443274,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FASTKD1",-1.335559908,-0.417444691,1.82891e-05,0.000780727,7.902184052,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MG",-1.344400712,-0.426963211,2.24081e-05,0.000947862,8.317086746,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL8",-1.349854123,-0.432803506,2.30733e-05,0.00096721,8.192883919,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HMGN3",-1.355798544,-0.439142827,2.67829e-05,0.001112686,8.383200888,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PHLDA1",-1.305987767,-0.385141383,2.75201e-05,0.001133194,7.624166902,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V0B",-1.335998348,-0.417918224,2.88426e-05,0.001177233,8.057854211,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPA8",-1.395851421,-0.481145384,3.10932e-05,0.001258058,9.105347793,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MPL",-1.360176478,-0.443793849,3.24448e-05,0.001301426,8.335723059,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TPI1",-1.36305493,-0.446843702,3.28598e-05,0.001303161,8.598192097,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP1A1",-1.360576598,-0.444218181,3.30481e-05,0.001303161,9.14953468,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MD",-1.349085703,-0.431982001,3.40996e-05,0.001333322,8.288102987,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FEZ1",-1.311450813,-0.391163699,3.599e-05,0.001395512,7.782267335,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MSMO1",1.246290927,0.317640882,3.81361e-05,0.001466508,7.134177828,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MTX2",-1.277925274,-0.353803478,3.86936e-05,0.001475749,7.518207962,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAP1LC3A",-1.339159631,-0.421327944,4.07044e-05,0.001539818,8.589874829,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"INAFM1",-1.259810246,-0.33320645,4.17785e-05,0.001567704,7.451761214,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GOLT1B",-1.274114053,-0.349494427,4.48884e-05,0.001670927,7.453081069,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NPM2",-1.260478987,-0.333972068,4.63586e-05,0.00170989,7.313737263,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM14C",-1.247684895,-0.319253625,4.66701e-05,0.00170989,7.28303362,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CYC1",-1.287419021,-0.36448169,5.46594e-05,0.001986954,7.69072041,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SELENOW",-1.352006869,-0.435102481,5.52965e-05,0.001994531,8.542216734,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRSF7",-1.333431875,-0.415144119,5.6588e-05,0.002025414,8.432334223,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN2",-1.379134853,-0.463763531,5.86586e-05,0.002082744,9.327110225,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LUC7L",-1.319212746,-0.399677244,5.90849e-05,0.002082744,8.20714174,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFB7",-1.282412969,-0.35886092,6.13463e-05,0.002133581,7.626810929,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNMB2",-1.293886705,-0.371711298,6.14442e-05,0.002133581,7.650464264,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC25A3",-1.34080813,-0.423102802,6.36061e-05,0.00219229,8.594811293,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTPRS",-1.282782956,-0.359277091,6.60467e-05,0.00225967,7.630797547,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SCG3",-1.333557613,-0.415280154,6.96503e-05,0.002365569,8.2735913,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NME2",-1.283120193,-0.359656318,7.43325e-05,0.002500899,7.625061286,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPS21",-1.308976004,-0.38843865,7.49582e-05,0.002500899,7.850380721,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND5",1.323675612,0.40454961,7.52473e-05,0.002500899,8.390151783,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ATP6",1.262097787,0.335823695,7.92838e-05,0.002616364,7.887861658,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"REX1BD",-1.29706182,-0.375247242,8.12082e-05,0.002660998,7.991695661,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RBFOX1",-1.296100984,-0.374178128,8.17875e-05,0.002661239,9.394250259,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PGAM1",-1.331896489,-0.413481965,8.97637e-05,0.002892389,8.365054352,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5F1B",-1.328811768,-0.410136755,9.01346e-05,0.002892389,8.559534395,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA1",-1.300898076,-0.379507933,9.13639e-05,0.002896773,7.865581583,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ETV5",-1.212292909,-0.277738319,9.15163e-05,0.002896773,7.100391049,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ELOB",-1.313961708,-0.393923233,9.31028e-05,0.002916571,8.105948054,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UCHL1",-1.327742093,-0.408974938,9.33955e-05,0.002916571,9.333859293,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEPT4",-1.295444706,-0.373447437,9.83052e-05,0.003049428,7.910656325,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX7B",-1.30678922,-0.386026459,0.000104328,0.003210349,7.906025103,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SDHD",-1.244527048,-0.315597585,0.000104873,0.003210349,7.367328044,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COL12A1",-1.289615647,-0.366941153,0.000112903,0.003433565,7.453960668,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TCEAL3",-1.278197124,-0.354110347,0.000122054,0.00368251,7.839458014,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"C19orf66",-1.253234722,-0.325656646,0.000122671,0.00368251,7.433632228,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TEAD1",1.227137351,0.295296736,0.000126906,0.003785224,7.093660793,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA13",-1.294839001,-0.372772726,0.000130913,0.00387987,8.015346554,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"N4BP2L2",-1.2845584,-0.361272481,0.000133856,0.003941982,9.529139663,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FLRT2",1.294296337,0.372167968,0.000136559,0.003996293,7.397169921,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OCIAD1",-1.300971898,-0.379589799,0.000138907,0.004039586,8.725008221,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5F1C",-1.278921845,-0.354928104,0.000142282,0.004112041,7.723601615,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEPT7",-1.317468213,-0.397768154,0.00014597,0.004192597,9.352983864,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V0E2",-1.309140112,-0.388619512,0.000154249,0.004403194,8.263416371,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRDX5",-1.294694106,-0.372611276,0.000159557,0.004526931,7.863677733,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HNRNPU",1.293895563,0.371721175,0.000168729,0.004754972,9.272497463,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC25A5",-1.273418192,-0.34870628,0.000169638,0.004754972,7.740880952,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC8A1",1.333315142,0.415017815,0.000178772,0.004980998,7.698564869,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PFKM",-1.256105239,-0.328957341,0.000184523,0.005110615,7.605069775,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFAB1",-1.256906107,-0.329876882,0.000187036,0.005149588,7.554362912,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"YWHAH",-1.334470091,-0.416266972,0.000192558,0.00527043,9.064035313,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RELL2",-1.259207839,-0.332516428,0.000200655,0.005429156,7.560224094,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5PD",-1.284086396,-0.360742274,0.000200691,0.005429156,7.942015474,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CDC42",-1.297235019,-0.375439875,0.000204749,0.0054926,8.334031743,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CERS6",1.267692863,0.342205251,0.000205397,0.0054926,7.551266485,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM65",1.246639978,0.318044884,0.000211114,0.00561322,7.296253104,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"C12orf57",-1.263082489,-0.336948862,0.000212903,0.005628617,7.624534481,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TRPT1",-1.20420912,-0.268085949,0.000214926,0.005650011,7.124217529,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RTL8C",-1.271014517,-0.345980508,0.000216998,0.005672418,7.840837163,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GNG3",-1.273767158,-0.34910158,0.000220387,0.005683547,7.811550292,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CORT",-1.306840732,-0.386083327,0.000220698,0.005683547,7.563967049,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB3A",-1.316943738,-0.397193712,0.000221088,0.005683547,8.722308795,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCP4L1",-1.268254619,-0.342844414,0.000228624,0.005844983,7.509338263,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VEZT",-1.301123394,-0.379757789,0.000236415,0.006011143,8.391842905,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FKBP2",-1.268219991,-0.342805023,0.000244404,0.006180493,7.865738953,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
