"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","Sex","DEG_method","Cell_Type","Metadata","Time_point","Tissue"
"RASGRP1",1.284726875,0.361461684,0.000435237,0.032493754,7.183141216,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC010196.1",-1.377323704,-0.461867667,0.000436993,0.032493754,8.388680644,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM14A",-1.303143353,-0.381995797,0.000439482,0.032493754,7.503519805,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIR181A1HG",-1.352933213,-0.436090623,0.00045797,0.033331639,7.957456515,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RYR2",1.313206905,0.393094241,0.000472692,0.033873803,7.338024145,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRNP",1.37019369,0.454379846,0.000513802,0.036261967,9.282596968,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PWAR6",1.359699115,0.443287436,0.000557723,0.037192763,9.334917282,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TCIM",-1.354868228,-0.438152545,0.000558409,0.037192763,7.692550373,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMSB10",-1.403907451,-0.489447833,0.000558619,0.037192763,8.478442194,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00599",-1.337549735,-0.419592538,0.000558929,0.037192763,9.596817239,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LRRTM2",1.326453961,0.407574602,0.000567632,0.037239888,7.71350274,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.346648579,-0.429373415,0.000592575,0.037747158,8.506495872,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PAXX",-1.280634069,-0.356858296,0.000596096,0.037747158,7.395114364,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NLGN1",1.331892884,0.41347806,0.000599676,0.037747158,7.507575859,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SCRG1",-1.34082712,-0.423123234,0.000614227,0.038086603,7.571705885,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CCDC85B",-1.337036855,-0.419039234,0.000621422,0.038086603,8.002093084,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DYNC2H1",-1.307288844,-0.386577938,0.00073264,0.044319989,7.603524748,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TXN",-1.27450824,-0.349940701,0.000776355,0.046362324,7.368693905,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MSMO1",1.308313181,0.387707931,0.00081398,0.047993907,7.459314611,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LUC7L2",-1.334221253,-0.415997927,0.00084886,0.049412761,8.06372891,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLXNC1",1.266890594,0.341291942,0.00085926,0.049412761,7.134135367,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VCAN",1.615776197,0.692227383,3.58316e-07,9.13706e-05,9.97440046,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BCAN",1.521781263,0.605761005,1.98302e-06,0.000252836,9.835114796,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB3IP",1.402451556,0.487950937,8.19015e-06,0.000696163,9.658943468,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AA1",1.499189376,0.584182634,1.61567e-05,0.001029988,10.28260519,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTPRZ1",1.780273693,0.832099053,2.41432e-05,0.001231302,10.85552573,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CCDC50",1.346622107,0.429345054,0.000128509,0.005461646,9.715277962,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SCD5",1.36009818,0.443710797,0.000382045,0.013917357,9.874093461,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MMP16",1.338611843,0.420737684,0.000446259,0.014224493,9.827203323,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TNR",1.364885565,0.448779998,0.000985266,0.027807591,9.993581608,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDGFRA",1.340909845,0.423212242,0.001246272,0.027807591,9.956893282,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO2",1.285873621,0.362748858,0.001276332,0.027807591,10.30498293,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC6A1",-1.341924776,-0.424303801,0.001308592,0.027807591,10.22473213,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NRCAM",1.296349516,0.374454744,0.001500203,0.028786892,9.860067611,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EPN2",1.352950078,0.436108607,0.001580457,0.028786892,10.07116269,"female","LimmaVoomCC","Non-neuronal","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPA1A",2.123236464,1.086265052,1.03572e-49,6.29721e-47,9.724639132,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AA1",2.312420223,1.209403594,4.24305e-34,1.28989e-31,10.93207589,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MBP",-1.80050987,-0.848405508,1.60839e-32,3.25966e-30,12.87417119,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPH1",1.646209908,0.719148305,2.69558e-22,4.09728e-20,9.490407792,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CRYAB",1.888963994,0.917595203,2.98468e-19,3.62937e-17,11.08272819,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZFYVE16",-1.604057026,-0.681725432,1.02869e-13,1.04241e-11,11.00172369,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TTLL7",-1.486756047,-0.572167943,2.76428e-10,2.40097e-08,11.22372039,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AL359091.1",-1.492209402,-0.577450004,1.94063e-09,1.47488e-07,10.24283926,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHORDC1",1.315462614,0.395570247,3.11809e-08,2.10644e-06,9.409053301,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPD1",1.281285241,0.357591685,1.36984e-07,8.32862e-06,9.315031072,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"XIST",-1.36113028,-0.444805161,1.74336e-07,9.63603e-06,11.5776104,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RNASE1",-1.376124158,-0.46061064,3.65237e-07,1.85054e-05,10.18204989,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDE1A",-1.27892838,-0.354935475,4.00475e-07,1.87299e-05,9.556282951,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UBC",1.304176309,0.383138918,6.80305e-07,2.95447e-05,9.525446625,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCDH9",-1.298092248,-0.376392911,9.32724e-07,3.78064e-05,12.6458383,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OPALIN",-1.37523295,-0.459676017,1.16328e-06,4.42046e-05,10.01983132,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MOG",-1.340800216,-0.423094287,1.9211e-06,6.87077e-05,10.20682106,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLEKHH1",-1.337278149,-0.419299572,3.49421e-06,0.000118027,10.68784702,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ST18",-1.325452629,-0.40648511,1.66024e-05,0.000531277,10.77554753,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEPT7",-1.297822807,-0.376093424,2.1462e-05,0.000652446,11.3473427,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AB1",1.31197883,0.391744441,2.42678e-05,0.00070261,10.05719569,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP1R14A",-1.299325917,-0.377763356,5.44458e-05,0.001504684,10.34304956,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTGES3",1.202686882,0.266261087,6.1036e-05,0.001582799,9.325540668,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZEB2",-1.295799493,-0.373842498,6.24789e-05,0.001582799,10.54115729,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",-1.283477812,-0.360058356,7.53419e-05,0.001832316,10.90858534,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DBNDD2",-1.248286144,-0.31994868,0.000164984,0.003858089,9.882035103,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CIRBP",-1.225200491,-0.293017851,0.000230596,0.005192675,9.734488289,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MOBP",-1.283606549,-0.360203056,0.000354012,0.00768712,10.68391733,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANK3",-1.259114324,-0.332409281,0.000396005,0.008302449,10.56474768,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.197901596,-0.2605094,0.00042045,0.008521124,9.630796169,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTGDS",-1.254962968,-0.327644793,0.000458256,0.008987728,11.02754924,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"N4BP2L2",-1.245898151,-0.317186136,0.00049203,0.009348575,10.33087112,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLP1",-1.166200882,-0.221816319,0.000528734,0.009741515,13.97701991,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"S100B",-1.220351631,-0.287296904,0.000561656,0.010043734,9.742320344,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAGI2",-1.209209458,-0.274064169,0.000632854,0.010993571,9.748260533,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO2",1.180654291,0.23958659,0.000729053,0.012312892,9.921461314,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DST",-1.22834043,-0.296710454,0.000812488,0.013088178,11.3526225,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC44A1",-1.230413731,-0.299143509,0.000825605,0.013088178,11.29430247,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC004158.1",-1.159503315,-0.213506945,0.000839538,0.013088178,9.262106511,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NEAT1",1.265793014,0.34004151,0.000904719,0.013496992,11.66641825,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLCO1A2",-1.229315656,-0.29785541,0.000910159,0.013496992,9.993411724,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IL1RAPL1",-1.198190367,-0.26085714,0.00095713,0.013855596,9.736796303,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLASP2",-1.232841054,-0.30198681,0.000986959,0.013955137,10.35002713,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP8A1",-1.228321646,-0.296688392,0.00127147,0.017569406,10.3326952,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OMG",-1.181127987,-0.240165303,0.001472023,0.01988867,9.545732143,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEPT4",-1.208819198,-0.273598478,0.001770024,0.022916685,9.961638411,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM144",-1.223262204,-0.290733676,0.00177152,0.022916685,11.21231556,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIR181A1HG",-1.160682025,-0.214972792,0.001996525,0.025289315,9.467034164,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ASPA",-1.206764857,-0.271144588,0.002045109,0.025376042,9.950011592,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CARNS1",-1.197262914,-0.259739997,0.002441422,0.029687695,9.849043694,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EVI2A",-1.190291262,-0.251314641,0.002493631,0.029727989,9.842174024,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTK2",-1.201994864,-0.265430731,0.002720777,0.031688228,10.0534021,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN1",-1.20928343,-0.274152421,0.002762296,0.031688228,10.03481169,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RNF13",-1.172012849,-0.228988386,0.003270957,0.036510637,9.645389195,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CERCAM",-1.21520402,-0.281198547,0.003308164,0.036510637,10.44332673,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ENPP2",-1.207648494,-0.272200595,0.003419886,0.036510637,10.44417357,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LPGAT1",-1.198169111,-0.260831547,0.003422872,0.036510637,9.966036467,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UGT8",-1.209678892,-0.274624136,0.003610165,0.037844485,10.41940293,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UBB",1.175211612,0.232920556,0.003939528,0.040516807,9.623382789,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRSF11",-1.184602151,-0.244402611,0.003998369,0.040516807,9.900255934,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"APOD",-1.200678961,-0.263850453,0.004168718,0.0415348,10.16217839,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DOCK10",-1.171416676,-0.228254338,0.004235457,0.0415348,9.669219418,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TRIM59",-1.156799252,-0.210138525,0.004484012,0.042861931,9.526267238,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COL4A5",-1.158026169,-0.211667855,0.004511782,0.042861931,9.560354351,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTN",-1.14041463,-0.189558452,0.004606513,0.043088613,9.331816218,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL13",-1.547171896,-0.629633494,2.6589e-09,1.84794e-06,10.81426546,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MALAT1",-1.209851608,-0.274830107,4.40783e-08,1.53172e-05,15.84584247,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSP90AA1",1.406617023,0.492229582,6.44797e-07,0.000149378,9.624713599,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ASB3",-1.318522843,-0.398922566,1.93932e-06,0.000274461,9.484185403,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",-1.376625167,-0.461135791,1.97454e-06,0.000274461,10.66645173,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC092691.1",-1.337123284,-0.41913249,9.03963e-06,0.00104709,9.77900721,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PLPPR1",-1.323105566,-0.403928174,3.48277e-05,0.003457896,9.85679431,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"OMG",-1.27882949,-0.354823919,4.34467e-05,0.003774428,9.466150818,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CSMD1",-1.280711728,-0.35694578,7.87376e-05,0.005766722,9.654743985,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LRP1B",-1.306055215,-0.38521589,8.29744e-05,0.005766722,10.37979296,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ANKRD28",-1.279825897,-0.355947565,9.18459e-05,0.005802989,9.648028662,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCDH15",-1.294844761,-0.372779144,0.000207594,0.012023181,10.74263684,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AL391807.1",-1.224056613,-0.291670284,0.00032021,0.015778013,9.36608117,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.21199921,-0.277388759,0.000344114,0.015778013,9.259768876,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDGFRA",-1.282736494,-0.359224836,0.000353104,0.015778013,11.21477366,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"C1orf61",-1.287243292,-0.364284752,0.000363235,0.015778013,10.49386032,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"QKI",1.298892593,0.377282137,0.000403366,0.016490548,10.43036898,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC01322",-1.186385228,-0.24657254,0.000708637,0.02736128,9.120367369,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TLE4",-1.214630848,-0.280517915,0.000773176,0.028281955,9.360493987,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BCHE",-1.217965562,-0.284473342,0.000973163,0.033788646,9.457051925,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDE4B",-1.258879029,-0.332139655,0.001051266,0.033788646,10.12705899,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HNRNPU",1.246221455,0.317560459,0.001069569,0.033788646,9.727136938,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VCAN",1.256177401,0.329040221,0.001327645,0.039462544,10.96888219,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SRSF11",-1.239680868,-0.309968774,0.001362735,0.039462544,9.960531621,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND4",2.013748314,1.009883381,5.60272e-22,2.60695e-18,8.731040073,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MC3",-1.726249171,-0.787640722,1.65093e-13,3.84089e-10,8.527452956,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX5B",-1.695219061,-0.761471715,1.27965e-12,1.98473e-09,8.945158279,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNRPN",-1.581329437,-0.661137955,4.33146e-12,5.03857e-09,9.624909136,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN1",-1.664063914,-0.734710846,1.16363e-11,1.01447e-08,9.505014122,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V0C",-1.704635132,-0.769462971,1.30815e-11,1.01447e-08,8.578120627,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP5MC1",-1.590470427,-0.669453547,4.62854e-11,3.07666e-08,8.356458098,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DLGAP1",-1.568821559,-0.649681266,6.46377e-11,3.75949e-08,9.333754039,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",-1.588761672,-0.667902724,9.31243e-11,4.46638e-08,8.49280481,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO2",1.731683859,0.792175572,9.59893e-11,4.46638e-08,9.797464587,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFA4",-1.685698655,-0.753346655,2.27193e-10,9.61027e-08,9.172312536,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AL391807.1",-1.573502855,-0.653979797,3.26744e-10,1.23901e-07,8.743921202,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MDH1",-1.598827022,-0.677013862,3.46166e-10,1.23901e-07,9.474805732,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND2",1.526358267,0.610093632,1.05274e-09,3.49887e-07,8.237042365,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM14A",-1.499108845,-0.584105136,1.3755e-09,4.2668e-07,7.983444134,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDUFB2",-1.526236384,-0.609978425,1.52133e-09,4.42422e-07,8.067292033,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DPP10",-1.749887458,-0.80726214,1.85814e-09,5.08583e-07,9.812872016,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LDHB",-1.585272493,-0.664730847,2.20373e-09,5.69663e-07,8.756036965,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MGST3",-1.520237195,-0.604296437,2.61923e-09,6.41436e-07,8.382949312,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-ND4L",1.597378958,0.675706614,2.79252e-09,6.4968e-07,9.085994673,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",-1.501086667,-0.586007275,3.98878e-09,8.838e-07,9.617468791,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PVALB",-1.729423516,-0.790291212,4.88499e-09,1.03318e-06,8.324746468,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO3",1.57330472,0.653798121,5.36339e-09,1.08504e-06,9.11840323,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KHDRBS2",-1.521481865,-0.605477138,6.94323e-09,1.32062e-06,8.114062349,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SPARCL1",-1.652070394,-0.724275161,7.09554e-09,1.32062e-06,11.83247991,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TCIM",-1.470968713,-0.556766561,1.16352e-08,2.08224e-06,7.713532719,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MYL6",-1.469032055,-0.554865877,1.26928e-08,2.18739e-06,8.027177787,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"COX6C",-1.525042972,-0.608849895,1.41082e-08,2.34449e-06,8.662228565,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC9A9",-1.593388385,-0.672097964,1.69444e-08,2.7187e-06,8.423922677,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IGSF11",-1.393752323,-0.478974209,2.20377e-08,3.33649e-06,7.463885157,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNCG",-1.553192643,-0.635236779,2.23757e-08,3.33649e-06,8.489450567,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
