"","SYMBOL","FC_mouse","logFC_mouse","P.Value_mouse","adj.P.Val_mouse","AveExpr_mouse","Sex_mouse","DEG_method_mouse","Cell_Type_mouse","Metadata_mouse","Time_point_mouse","Tissue_mouse","broad_class_mouse","FC_human","logFC_human","P.Value_human","adj.P.Val_human","AveExpr_human","Sex_human","DEG_method_human","Cell_Type_human","Metadata_human","Time_point_human","Tissue_human","broad_class_human"
"201","MEG3",1.5229498953449,0.606868478314685,2.61092620993235e-06,0.000545857639623191,14.9380495512332,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.34836399,-0.431210004,2.79231e-06,0.00034096,12.10474854,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"202","MIB1",-1.61925325152818,-0.6953286410764,0.00265900011134944,0.0301759061932368,7.94460557707344,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.321897902,-0.402610753,4.37162e-05,0.000808858,7.836427644,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"203","MIR124-2HG",1.39215992690991,0.477324952930039,0.00267436097908642,0.0446549024820409,9.36825718025626,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.237282293,0.307174697,0.007039569,0.034882087,8.41971957,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"204","MPC1",-1.47971589587833,-0.565320206291529,0.0111854688988187,0.0457331498281536,7.83502930925813,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.21636119,-0.28257169,0.000438732,0.010831743,7.567198771,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"205","MPC1",-1.47971589587833,-0.565320206291529,0.0111854688988187,0.0457331498281536,7.83502930925813,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.378200202,-0.462785474,1.41985e-06,9.79436e-05,7.892612503,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"206","MRFAP1",-1.5576744085052,-0.639393706875929,0.00285386854233745,0.0309512528633592,7.79859914948238,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.235161181,-0.304699317,0.00161247,0.011760073,7.960981865,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"207","MSRA",-1.48619669890616,-0.57162506995232,0.0104129994816477,0.0443343425750997,7.84882895336253,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.206583877,0.270928209,0.006217392,0.032114769,8.053957058,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"208","MT-CO1",-1.65277711292871,-0.724892181524673,9.01017609569375e-05,0.0253700058059678,7.86365672018527,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",2.032046607,1.022933492,4.75995e-05,0.03212966,9.290180657,"female","LimmaVoomCC","L5_6","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"209","MT-CO1",-1.65277711292871,-0.724892181524673,9.01017609569375e-05,0.0253700058059678,7.86365672018527,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.543172305,0.625899157,0.00016027,0.002191983,10.44390338,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"210","MT-CO1",-1.65277711292871,-0.724892181524673,9.01017609569375e-05,0.0253700058059678,7.86365672018527,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",2.895509114,1.533817038,1.68578e-07,0.000591034,9.357133197,"female","LimmaVoomCC","L6","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"211","MT-CO1",-1.65277711292871,-0.724892181524673,9.01017609569375e-05,0.0253700058059678,7.86365672018527,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.531396372,0.614847745,2.56273e-05,0.004724403,9.812608615,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"212","MTMR6",-1.60360734217553,-0.681320928049049,0.00139662385677965,0.0268098512450363,7.76482429624988,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.221812662,-0.289023097,0.003244781,0.019914051,7.842610697,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"213","MYCBP2",1.49134528586298,0.576614318339811,0.000134536112157091,0.00683380714437912,10.0299795808148,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.352613386,-0.435749536,0.002867097,0.018098852,9.415719429,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"214","MYCBP2",2.15850594862744,1.11003306872871,3.72958059439621e-05,0.00697254499260402,10.1596514813943,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.352613386,-0.435749536,0.002867097,0.018098852,9.415719429,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"215","MYO5A",1.35111237507377,0.43414767186522,0.00258609733192097,0.0445604463346383,8.77611796643152,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.371024949,-0.455254824,0.000540694,0.005316351,8.805940475,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"216","NAP1L5",1.62576423040943,0.70111805182754,8.56929709888667e-06,0.00113919241095355,9.33724415467017,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.313972992,-0.393935622,9.0912e-05,0.001393737,7.97299945,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"217","NAP1L5",1.62576423040943,0.70111805182754,8.56929709888667e-06,0.00113919241095355,9.33724415467017,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.300751,-0.379344817,0.000476814,0.011694499,8.354491397,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"218","NAT8L",-1.5870193603895,-0.666319728026627,0.00364372597476529,0.031954930995342,7.91073241964365,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.542321819,-0.625103828,3.62013e-10,9.06481e-08,7.887320553,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"219","NDRG4",1.50151418478563,0.586418104081357,0.000283612387241706,0.0243473273089258,9.65389078436117,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.437702045,-0.523764717,5.47431e-05,0.000956348,8.673865269,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"220","NDRG4",1.87776259272497,0.909014673242414,7.78724223917703e-09,6.34464563010191e-06,9.67253295684683,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.437702045,-0.523764717,5.47431e-05,0.000956348,8.673865269,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"221","NDUFB9",-1.54804542918572,-0.630447809660143,0.00382690734896719,0.0324971665418049,7.8169031481035,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.345227121,-0.42784977,2.55692e-06,0.000160775,7.772484033,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"222","NDUFV1",-1.44623293814948,-0.532299939320781,0.0139500160637334,0.0495189748862657,7.80510907134724,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.414615155,-0.500409622,3.96264e-07,3.41448e-05,8.185967039,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"223","NDUFV1",-1.44623293814948,-0.532299939320781,0.0139500160637334,0.0495189748862657,7.80510907134724,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.354341603,-0.437591673,2.8387e-06,0.00034096,7.937567407,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"224","NEFL",-1.63797926874034,-0.711917097470515,0.00246979240998907,0.0295526124128419,7.89140689909733,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.248942504,-0.320707063,0.000680652,0.014667466,7.7532252,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"225","NMNAT2",-1.68119770897259,-0.749489395592448,0.000959401021148939,0.0261073923592451,7.91410754223142,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.296067434,-0.374140783,0.000143709,0.001991769,8.027795549,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"226","NRIP1",-1.72941857203378,-0.790287087438148,0.00126523350799094,0.0268098512450363,8.00135123022579,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.203518123,-0.267257866,0.006445807,0.032795686,7.862345565,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"227","NRIP1",-1.72941857203378,-0.790287087438148,0.00126523350799094,0.0268098512450363,8.00135123022579,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.179304509,0.237936286,0.003988935,0.049363068,7.266646854,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"228","NRSN1",-1.71456107609369,-0.777839296870844,0.000350037276080904,0.0253700058059678,7.76806602805601,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.320810851,-0.401423878,3.44032e-05,0.002282734,7.917627018,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"229","NRXN1",-1.93434840445009,-0.95184766870468,0.000360732821163923,0.0377767426607775,10.5071850613938,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.342767753,-0.425209796,3.08805e-05,0.002282734,10.37855871,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"230","NRXN3",1.44729840183272,0.533362405256635,0.000489448811011543,0.0170545719036911,9.48875201376039,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.29186437,-0.369454612,0.000830076,0.017191792,9.063583654,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"231","NRXN3",1.64062790997041,0.714248076566639,6.03018319812478e-05,0.010372697414784,9.76398086426974,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.29186437,-0.369454612,0.000830076,0.017191792,9.063583654,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"232","NSF",1.44252416834339,0.528595490279466,0.000193031235314851,0.00917190839314199,8.72356647414977,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.270342491,-0.345217508,0.001109382,0.01855077,9.168489327,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"233","NSF",1.44252416834339,0.528595490279466,0.000193031235314851,0.00917190839314199,8.72356647414977,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.259506411,-0.332858466,0.003542547,0.04819933,8.976336449,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"234","NTM",1.60062839946433,0.678638411866555,2.19259368811292e-05,0.00202234523703591,9.38649798443129,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.436900134,-0.522959797,3.02725e-05,0.008904036,8.465366224,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"235","NUDT3",-1.60308116648047,-0.680847473224446,0.00358454576042991,0.031954930995342,7.9716926527204,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.34413921,-0.426682563,9.06049e-05,0.001393737,8.360988494,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"236","OLA1",-1.63040852018235,-0.705233495866064,0.00106222377175082,0.0261736154036996,7.79565874989566,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.238164723,-0.30820326,0.001026337,0.017621941,7.817038161,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"237","OLFM1",1.81845335593547,0.862711920556451,0.0141272328080841,0.0496532948096564,9.3073610174627,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.384711236,-0.469585151,0.002844776,0.017988179,9.621084704,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"238","OLFM1",1.81845335593547,0.862711920556451,0.0141272328080841,0.0496532948096564,9.3073610174627,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.439347597,-0.52541504,3.90121e-05,0.002384214,9.133779518,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"239","OMG",-1.25625182252285,-0.329125689300734,0.00270274693769189,0.0446549024820409,7.91432303107832,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.27882949,-0.354823919,4.34467e-05,0.003774428,9.466150818,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"240","OMG",-1.25625182252285,-0.329125689300734,0.00270274693769189,0.0446549024820409,7.91432303107832,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.181127987,-0.240165303,0.001472023,0.01988867,9.545732143,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"241","OMG",-1.48662214948086,-0.572038008291146,0.00842159294223203,0.0411046939562709,7.85171876997106,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.27882949,-0.354823919,4.34467e-05,0.003774428,9.466150818,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"242","OMG",-1.48662214948086,-0.572038008291146,0.00842159294223203,0.0411046939562709,7.85171876997106,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.181127987,-0.240165303,0.001472023,0.01988867,9.545732143,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"243","OXR1",1.38781085442241,0.472810955537649,0.00333940893398438,0.0484832704489584,9.34901308649872,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.357570153,-0.441026752,0.000517468,0.005143532,8.515571884,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"244","PCDH9",3.2269725247103,1.69018129439351,6.00877151790455e-10,1.31532008526931e-06,10.4047574900738,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.578595384,0.658641436,0.00011277,0.010191657,8.983837819,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"245","PCDH9",3.2269725247103,1.69018129439351,6.00877151790455e-10,1.31532008526931e-06,10.4047574900738,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.298092248,-0.376392911,9.32724e-07,3.78064e-05,12.6458383,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"246","PCDH9",3.2269725247103,1.69018129439351,6.00877151790455e-10,1.31532008526931e-06,10.4047574900738,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.56543917,0.646567449,4.17892e-05,0.006488463,9.128791978,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"247","PCGF5",-1.52030940571297,-0.604364963578294,0.00742933591641384,0.0400638948214512,7.82441653283717,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.235428808,-0.305011877,0.002340535,0.015477197,7.847809208,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"248","PDE4B",1.61495623558387,0.691495069215405,0.000185147053370214,0.026846322738681,8.70881636541415,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.313015932,-0.392884422,2.31728e-05,0.001919739,7.871272012,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"249","PDE4B",1.61495623558387,0.691495069215405,0.000185147053370214,0.026846322738681,8.70881636541415,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.258879029,-0.332139655,0.001051266,0.033788646,10.12705899,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"250","PDE4B",1.61495623558387,0.691495069215405,0.000185147053370214,0.026846322738681,8.70881636541415,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",1.257558017,0.33062496,0.000751973,0.00681607,7.800868065,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"251","PDIA6",-1.51419749780445,-0.598553389286996,0.0069510812387322,0.0392647995081105,7.8236427130907,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-2.875979847,-1.524053566,2.67033e-07,0.000591034,7.451633881,"female","LimmaVoomCC","L6","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"252","PEG3",1.63718314201472,0.71121571661818,9.21503411720118e-06,0.00115593387966172,10.8782849972203,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.359393646,0.442963284,0.000221944,0.016635266,10.21519724,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"253","PEG3",1.63718314201472,0.71121571661818,9.21503411720118e-06,0.00115593387966172,10.8782849972203,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.394398122,0.479642532,4.09077e-06,0.00023793,9.456725104,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"254","PEG3",1.51513141099686,0.599442927540884,0.000535243333228143,0.0329174649935308,9.88722339835911,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.359393646,0.442963284,0.000221944,0.016635266,10.21519724,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"255","PEG3",1.51513141099686,0.599442927540884,0.000535243333228143,0.0329174649935308,9.88722339835911,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.394398122,0.479642532,4.09077e-06,0.00023793,9.456725104,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"256","PGAM1",-1.48541199983493,-0.57086313821787,0.010226323384765,0.0442566624409553,7.8250371252163,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.331896489,-0.413481965,8.97637e-05,0.002892389,8.365054352,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"257","PGAM1",-1.48541199983493,-0.57086313821787,0.010226323384765,0.0442566624409553,7.8250371252163,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.278900396,-0.354903907,0.000906953,0.018169491,8.255412712,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"258","PHACTR1",1.55883790812674,0.640470920787842,0.000300923459785593,0.0243473273089258,9.59161841949901,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.20322077,-0.266901377,0.001239935,0.01989455,7.334109656,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"259","PHACTR1",1.55883790812674,0.640470920787842,0.000300923459785593,0.0243473273089258,9.59161841949901,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.247616738,0.319174813,0.00497727,0.027015356,8.662235792,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"260","PHF20L1",1.45668322372125,0.542687177159037,0.000303438795757991,0.0118948007937132,9.83193961695956,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.395212769,-0.480485149,3.89862e-05,0.004720329,9.184296227,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"261","PHF20L1",1.45668322372125,0.542687177159037,0.000303438795757991,0.0118948007937132,9.83193961695956,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.256767871,-0.329718204,0.001405709,0.021875462,8.955165942,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"262","PLEKHM3",-1.46031855952578,-0.546283118500278,0.0108274269406125,0.0451446274638993,7.81383953261865,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.238573355,-0.308679315,0.001569392,0.011512964,7.722313047,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"263","PLP1",-2.1357280349142,-1.09472794493681,3.48431931582688e-05,0.0253700058059678,7.82009027244754,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.166200882,-0.221816319,0.000528734,0.009741515,13.97701991,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"264","PLP1",2.18526396220285,1.12780755613791,0.000277377438640711,0.0326785294898587,9.01313589254357,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.166200882,-0.221816319,0.000528734,0.009741515,13.97701991,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"265","PPIA",1.38800869197669,0.473016602377556,0.00201850656913761,0.0385977841513142,8.69681341588398,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.371102374,-0.455336295,0.000528948,0.037119313,8.881327277,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"266","PPIA",1.38800869197669,0.473016602377556,0.00201850656913761,0.0385977841513142,8.69681341588398,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.411898102,-0.497635972,3.17265e-05,0.004225247,9.136472972,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"267","PPIA",1.38800869197669,0.473016602377556,0.00201850656913761,0.0385977841513142,8.69681341588398,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.363523846,-0.447339931,7.25601e-05,0.003147814,9.037810546,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"268","PPIA",1.38800869197669,0.473016602377556,0.00201850656913761,0.0385977841513142,8.69681341588398,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.481077446,-0.566647081,1.48307e-07,1.46824e-05,8.963267381,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"269","PPP1CB",-1.64990467085885,-0.722382670015161,0.000956059554710433,0.0261073923592451,7.82182772633056,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.392841235,-0.478030819,5.90394e-06,0.000155272,8.251951011,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"270","PPP2CA",-1.51481544756583,-0.599142038516761,0.00599038014744578,0.0371288369523418,7.81259960683852,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.401885107,-0.487368116,1.51463e-06,5.41804e-05,8.190732409,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
