"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Time_point","SYMBOL"
"Mrps152",0.0233456132234942,8.06265260520503,0.168310297221267,0.866502641079021,0.973806875190085,-5.53433885259511,"P150","Mrps152"
"Gatm2",-0.0233273254846118,7.55509608273101,-0.277992293826781,0.7812942752466,0.947690420897059,-5.92755411845892,"P150","Gatm2"
"Eif2s12",0.0233127270605387,7.76967129206237,0.186363456406318,0.852341293670261,0.969916967586994,-5.75520028846704,"P150","Eif2s12"
"D230025D16Rik2",-0.0233030320934908,7.68327979112224,-0.216771822421913,0.828598535164578,0.962650616186309,-5.83054651474876,"P150","D230025D16Rik2"
"Nol82",-0.0232441054051415,7.69370982440988,-0.255180136382984,0.798835993518416,0.95327862568343,-5.81279891383147,"P150","Nol82"
"Nphp32",-0.023239741986413,7.5847372777389,-0.263116930155344,0.792720782133644,0.95154238753403,-5.90887046233287,"P150","Nphp32"
"Scoc2",0.0232294170259166,8.20205572305984,0.177924202678255,0.858955578883892,0.971688908034792,-5.46351144106785,"P150","Scoc2"
"Calm22",0.023207993018028,9.23229961135554,0.14808654118897,0.882417860175641,0.975080222657552,-5.28941810735555,"P150","Calm22"
"Syngap12",-0.0231812339384936,7.58995849744864,-0.320279835447382,0.749077565604002,0.938232717668267,-5.88538858636558,"P150","Syngap12"
"Mbd12",0.0231789185144224,7.72227245798969,0.223762119083253,0.823161924345369,0.962650616186309,-5.79104468059242,"P150","Mbd12"
"Ddah21",0.0231176369014268,7.46191564692551,0.473260163698819,0.636523633070824,0.902367641766411,-5.93312585626371,"P150","Ddah21"
"Dennd5a2",0.0230810777450881,7.74933673348084,0.257260275791446,0.797232050280389,0.952600853370982,-5.75981672030069,"P150","Dennd5a2"
"Nlgn12",-0.0230552730412654,8.22550193953987,-0.161922635685386,0.871523884299221,0.973806875190085,-5.4547878791572,"P150","Nlgn12"
