"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Time_point","SYMBOL"
"Tmem1281",0.0142589929881343,7.60408654941237,0.134464183665438,0.893188546298406,0.981510903561602,-5.68711107010912,"P60","Tmem1281"
"Cfap691",0.0142114394122999,8.16304688354936,0.092820286042944,0.926151475532261,0.98929356765886,-5.48124741902421,"P60","Cfap691"
"Ndufv11",0.0141872470007502,7.90752759743922,0.0914064780436887,0.927273140731552,0.98947676176499,-5.55213459935555,"P60","Ndufv11"
"Slk1",-0.0141263580905147,7.73704408198144,-0.100148160482535,0.920340221056064,0.987990963770173,-5.62085162297878,"P60","Slk1"
"Brd21",0.0141248308067166,7.68626274384232,0.113813350625442,0.909514949246129,0.984979184699623,-5.64537773888321,"P60","Brd21"
"Tomm51",-0.0141044774423698,7.46143725020334,-0.14861751559219,0.882024897599413,0.981510903561602,-5.77426721897886,"P60","Tomm51"
"Dhx401",-0.0140747571296389,7.50996514378485,-0.132771126782041,0.894525445231764,0.981510903561602,-5.74658956761317,"P60","Dhx401"
"Scrn11",0.0140671630734293,8.07041891182996,0.0901629642313248,0.928259821123832,0.98947676176499,-5.50074082767018,"P60","Scrn11"
"Eif3a1",-0.0140662407761525,7.94447584884596,-0.0879148991393777,0.930043855651817,0.989673036534463,-5.54147264834729,"P60","Eif3a1"
"Gm49241",0.0140621099608085,7.74965372714593,0.0982395616786837,0.921853404718727,0.988623777290682,-5.6165596942332,"P60","Gm49241"
"Usp111",0.0139726352855067,8.03431683909082,0.0920496430116859,0.926762858214016,0.98947676176499,-5.51515203021531,"P60","Usp111"
"Atl11",-0.0139691482350521,8.56588409652302,-0.0860701857409986,0.931508060927259,0.989755197335643,-5.41404275532027,"P60","Atl11"
"Sh3d191",0.0139352844701497,7.76190268689394,0.0844344975202742,0.932806552268149,0.989755197335643,-5.61197732744346,"P60","Sh3d191"
"Atg31",-0.0139015923704005,7.83415401684257,-0.110437208438998,0.912187961054422,0.98544294192812,-5.57990321166219,"P60","Atg31"
"Mgat4a1",-0.0138491945646937,7.70801278733675,-0.105282016456601,0.916271433457933,0.986450004234348,-5.63697304525412,"P60","Mgat4a1"
"1110051M20Rik1",0.0138220764987498,7.76222035761922,0.109607529789712,0.912845001741386,0.98544294192812,-5.60843209235892,"P60","1110051M20Rik1"
"Syndig11",0.0137997311682696,7.51591460818652,0.135384564934187,0.892461908120292,0.981510903561602,-5.74183569337587,"P60","Syndig11"
"Syt51",0.013798806877638,8.05958092912507,0.0949538001371039,0.924459101931339,0.989292968349407,-5.50720513249382,"P60","Syt51"
"Kctd41",0.0137980359416243,7.73787023579828,0.0865567413575158,0.931121843993379,0.989755197335643,-5.61945064796752,"P60","Kctd41"
"G3bp11",0.0137791061607873,7.75162933691006,0.108455113306972,0.913757725181534,0.98544294192812,-5.61365932367119,"P60","G3bp11"
"Slc5a31",0.0137697525625589,7.65628820249321,0.106116520974249,0.915610261108819,0.986228687951805,-5.65953276851914,"P60","Slc5a31"
"Pcsk51",0.0137638713960522,7.72273830197408,0.09920121401876,0.921090947289667,0.988088971519786,-5.6276632449649,"P60","Pcsk51"
"Scarb11",-0.0137636119321369,7.67615007847582,-0.108882932459042,0.913418875401008,0.98544294192812,-5.65167318311331,"P60","Scarb11"
"Bcl7a1",0.0137479229632387,7.85367824091555,0.0905049954654504,0.927988421335671,0.98947676176499,-5.57173732855183,"P60","Bcl7a1"
"Riok21",0.0137330880964956,7.58432195295434,0.136431214015022,0.891635692558835,0.981510903561602,-5.69822306547888,"P60","Riok21"
"Wrnip11",-0.0136734131951526,7.71862473664252,-0.100389223505193,0.920149120986946,0.987990963770173,-5.62888289573874,"P60","Wrnip11"
"Tpm11",-0.0136647413069149,8.32813736600487,-0.083461797630093,0.933578815960055,0.989954971951844,-5.45510825247305,"P60","Tpm11"
"Tbc1d51",0.0136400644835621,7.67560950294379,0.109738064663768,0.912741624322112,0.98544294192812,-5.64844049393133,"P60","Tbc1d51"
"Scg21",0.0136179946900334,7.88688619717998,0.10222488947795,0.918694070244687,0.98792248805414,-5.55936627897665,"P60","Scg21"
"Hspa4l1",-0.0135853540957847,8.29809422005033,-0.0754179627940582,0.939967473238982,0.991304197776264,-5.45756845109492,"P60","Hspa4l1"
"Ankrd241",-0.0135506820907914,7.81955952845454,-0.113350629303385,0.909881241780351,0.985230293042894,-5.58324403595736,"P60","Ankrd241"
"Pelp11",0.0135105119717887,7.69759078216924,0.104071580556539,0.917230557423931,0.987115816940505,-5.64100111809499,"P60","Pelp11"
"Chst11",0.0134861483053932,8.27331565383606,0.0784860179379391,0.93753024853749,0.991107185274852,-5.46120027711543,"P60","Chst11"
"1190002N15Rik1",0.0134750222987057,7.57759811768953,0.135334571032985,0.892501375818573,0.981510903561602,-5.70227359399649,"P60","1190002N15Rik1"
"Rpl371",-0.013469315512908,7.90165369880686,-0.103298830255422,0.917842932154944,0.987432402025394,-5.55420263946888,"P60","Rpl371"
"Acin11",-0.0134641649719978,8.73220870966136,-0.082697338539235,0.934185793591005,0.990086287393381,-5.40167853018665,"P60","Acin11"
"Pcnx21",0.0134593201037685,8.24940800625902,0.0889283497130816,0.92923955033323,0.989499910768115,-5.46593228665323,"P60","Pcnx21"
"Hnrnph11",0.0134050916288242,8.81067285383381,0.0773981705343259,0.938394354593869,0.991304197776264,-5.40165721936907,"P60","Hnrnph11"
"Coq51",-0.0133939084155132,7.61509783733794,-0.123442721264755,0.901896809449391,0.983299063463141,-5.68226521164758,"P60","Coq51"
"Gpr1621",-0.0133474350051888,8.54244571641208,-0.0893822675068187,0.928879330898694,0.989499910768115,-5.41595936207453,"P60","Gpr1621"
"Sulf11",0.013312350523857,7.51038564095395,0.111937723242674,0.910999824582077,0.98544294192812,-5.74737233222097,"P60","Sulf11"
"Nvl1",-0.0132522601853218,9.08800784157487,-0.0894493128035436,0.928826126431767,0.989499910768115,-5.41082502474109,"P60","Nvl1"
"Kcnn31",-0.013239999131482,7.44491375356618,-0.130305696049994,0.89647277794109,0.981997945694524,-5.78456372558072,"P60","Kcnn31"
"Sf3a11",0.0132334045280027,7.66342055316654,0.115694534501455,0.908025995146111,0.984243544093253,-5.65597725899383,"P60","Sf3a11"
"Rbm31",-0.0132162802822755,8.14817392010745,-0.0862676055152025,0.931351351572999,0.989755197335643,-5.48849080050549,"P60","Rbm31"
"Topbp11",-0.0131985937221915,7.54354360320816,-0.125777323712889,0.900051165955302,0.98262475945175,-5.72473413224064,"P60","Topbp11"
"Abraxas21",-0.0131484639318069,7.6928190959508,-0.115265313526523,0.908365694375262,0.984243544093253,-5.64102215704859,"P60","Abraxas21"
"Grn1",0.0131170396472866,7.48246873784716,0.128521530247376,0.897882403246418,0.982059703884568,-5.76054755573917,"P60","Grn1"
"Gtf2b1",-0.013084970532713,7.58887080232317,-0.100907459405895,0.919738310916163,0.987990963770173,-5.69932112989268,"P60","Gtf2b1"
"Asap21",0.0130569498318547,8.10709157658139,0.0871979666696537,0.930612878721514,0.989755197335643,-5.49341840105292,"P60","Asap21"
"Sorcs21",0.0130475658117248,7.60649574731503,0.123062517477043,0.902197434301312,0.983308579834947,-5.68754284243206,"P60","Sorcs21"
"Zfand31",0.0129632157636577,7.63824941547153,0.106790869863023,0.915076021982606,0.985871377148933,-5.66952072653455,"P60","Zfand31"
"Cnep1r11",-0.0129466322784273,7.58122001210103,-0.108199937552593,0.913959842057512,0.98544294192812,-5.70324621114543,"P60","Cnep1r11"
"Homer21",0.0129114186219148,7.94162502294687,0.0798313851982384,0.936461690350012,0.990927432658142,-5.53575745253328,"P60","Homer21"
"Trpc41",-0.0128992121803142,7.79518966269867,-0.0839690558000228,0.933176076360912,0.989856316592943,-5.60160352127802,"P60","Trpc41"
"Rb11",0.0128964745161264,7.59527824849055,0.108478265444467,0.913739387362789,0.98544294192812,-5.69541666741093,"P60","Rb11"
"Mnat11",-0.0127347603987822,7.52713932051726,-0.13178061409442,0.895307730237585,0.981510903561602,-5.73516347048804,"P60","Mnat11"
"Acd1",0.0127114665614094,7.68194398044466,0.104370240723739,0.916993894039268,0.987085956054913,-5.64707970952082,"P60","Acd1"
"Snx131",0.0127010380840407,7.926768368349,0.100746949040372,0.919865546563951,0.987990963770173,-5.54485840541631,"P60","Snx131"
"Mdm41",-0.0126892505709399,8.50822001264154,-0.0662310302194658,0.947268758461602,0.992770893055341,-5.42487870843788,"P60","Mdm41"
"Rgs61",-0.0126786334644393,8.30268512651412,-0.0769298125076559,0.938766406393028,0.991304197776264,-5.45459011485334,"P60","Rgs61"
"Adarb11",-0.0126779769414895,8.10605975590619,-0.0847129698448659,0.932585474137055,0.989755197335643,-5.49340687787848,"P60","Adarb11"
"Esd1",0.0126462332424042,7.53669555090056,0.120406333933181,0.904298054871299,0.984048734914835,-5.73024523532725,"P60","Esd1"
"Hint11",0.0126398089057638,8.03376099224921,0.0935993346176817,0.925533469088765,0.989292968349407,-5.51329732715481,"P60","Hint11"
"Zfp1421",-0.0126372601001306,7.64788205132746,-0.115290356502522,0.908345874096964,0.984243544093253,-5.66479791678841,"P60","Zfp1421"
"Gm289281",-0.012612206987324,8.51620533814724,-0.0761520344926504,0.939384283366284,0.991304197776264,-5.42118235432557,"P60","Gm289281"
"Gria21",-0.0125910382965948,10.1397851543363,-0.117045976817628,0.906956531480962,0.984054284565255,-5.50626965240038,"P60","Gria21"
"Cxcl141",0.0125313738723225,7.37085480407851,0.142381913289493,0.886940543977828,0.981510903561602,-5.83858476748604,"P60","Cxcl141"
"Mrpl201",-0.0125044698966184,7.53629359420367,-0.129874911534013,0.896813100133935,0.981997945694524,-5.72927113688775,"P60","Mrpl201"
"Rpl341",-0.0124895316143174,8.01642813600766,-0.0758314551678417,0.939638966484553,0.991304197776264,-5.52111391294899,"P60","Rpl341"
"Diras21",-0.0124784074875208,8.15420423590486,-0.0872814211986883,0.930546639741881,0.989755197335643,-5.48601264517807,"P60","Diras21"
"Lmo31",-0.012465153935822,7.60011206169167,-0.099515978707723,0.92084139823782,0.988088971519786,-5.69367296939389,"P60","Lmo31"
"Slx4ip1",-0.0124535125820353,7.49231041134901,-0.132357010104363,0.894852492881661,0.981510903561602,-5.75518001661381,"P60","Slx4ip1"
"Stx181",-0.0124455107902985,7.73018385162895,-0.0959643014076913,0.923657658900825,0.98900145497856,-5.62435894790771,"P60","Stx181"
"Ak31",0.012440568831634,7.54759954170487,0.105509054732638,0.916091546746173,0.986398083964117,-5.72460225950756,"P60","Ak31"
"Ints12",0.0124382794932867,7.75312553919903,0.106947412799283,0.914952009564345,0.985871377148933,-5.61271686506884,"P60","Ints12"
"Secisbp21",-0.0124046979080479,8.01967670878224,-0.0852729251132178,0.932140943648695,0.989755197335643,-5.52330045029412,"P60","Secisbp21"
"Nudcd11",-0.0123964515126733,7.68071759919497,-0.108929965458971,0.913381624362086,0.98544294192812,-5.64742681582474,"P60","Nudcd11"
"Rimklb1",0.0123551420195129,7.61704983764467,0.0937958028014279,0.925377621244635,0.989292968349407,-5.68358404477771,"P60","Rimklb1"
"Iah11",-0.0123369370696809,7.55144010381839,-0.099373896085982,0.920954041996446,0.988088971519786,-5.72257711386368,"P60","Iah11"
"Gad11",0.0123355865323189,7.41687906288852,0.136779625621834,0.891360685779474,0.981510903561602,-5.80051193216511,"P60","Gad11"
"Diaph21",-0.012334192430945,7.92953157733521,-0.086998943778152,0.930770847816889,0.989755197335643,-5.54305736237703,"P60","Diaph21"
"Wdr171",-0.0123078619536425,7.8881039440712,-0.0847734631372779,0.932537449432533,0.989755197335643,-5.56037081955454,"P60","Wdr171"
"Ino80d1",0.0122618115262441,7.94408711400821,0.0752533176484161,0.94009828152701,0.991304197776264,-5.54582158120337,"P60","Ino80d1"
"Ahr1",0.0122103073581794,7.64039914418423,0.108448882279891,0.913762660519721,0.98544294192812,-5.6700156055948,"P60","Ahr1"
"Lage31",-0.0122021899997025,7.63262787500998,-0.108886133935588,0.913416339764034,0.98544294192812,-5.67475359326354,"P60","Lage31"
"6330403K07Rik1",0.0121941450339333,7.9161082867177,0.0909442447413179,0.927639891994777,0.98947676176499,-5.55054978618298,"P60","6330403K07Rik1"
